Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,0,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,
2019,1,15,3,30,0,0,0,0,-1.3,0.18,1.2000000000000002,176,78.48,2.1,N/A
2019,1,15,4,0,0,0,0,0,-1.4000000000000001,0.18,1.2000000000000002,175,79.29,1.8,N/A
2019,1,15,4,30,0,0,0,0,-1.4000000000000001,0.18,1.2000000000000002,173,81,1.5,N/A
2019,1,15,5,0,0,0,0,0,-1.6,0.18,1.2000000000000002,171,81.15,1.3,N/A
2019,1,15,5,30,0,0,0,0,-1.6,0.18,1.2000000000000002,173,82.92,1,N/A
2019,1,15,6,0,0,0,0,3,-1.6,0.18,1.2000000000000002,176,83.71000000000001,0.8,N/A
2019,1,15,6,30,0,0,0,0,-1.6,0.18,1.2000000000000002,179,84.32000000000001,0.7000000000000001,N/A
2019,1,15,7,0,0,0,0,4,-1.6,0.18,1.2000000000000002,182,85.69,0.5,N/A
2019,1,15,7,30,0,0,0,4,-1.6,0.18,1.2000000000000002,180,85.69,0.5,N/A
2019,1,15,8,0,0,0,0,4,-1.5,0.18,1.2000000000000002,178,87.34,0.4,N/A
2019,1,15,8,30,0,0,0,4,-1.5,0.18,1.2000000000000002,177,88.52,0.2,N/A
2019,1,15,9,0,0,0,0,4,-1.5,0.18,1.2000000000000002,177,89,0.1,N/A
2019,1,15,9,30,0,0,0,4,-1.5,0.18,1.2000000000000002,180,90.95,-0.2,N/A
2019,1,15,10,0,0,0,0,4,-1.4000000000000001,0.18,1.2000000000000002,183,93.38,-0.5,N/A
2019,1,15,10,30,0,0,0,4,-1.4000000000000001,0.18,1.2000000000000002,187,93.38,-0.5,N/A
2019,1,15,11,0,0,0,0,7,-1.3,0.18,1.2000000000000002,191,94.67,-0.5,N/A
2019,1,15,11,30,0,0,0,0,-1.3,0.18,1.2000000000000002,192,94.67,-0.5,N/A
2019,1,15,12,0,0,0,0,4,-1,0.18,1.2000000000000002,194,95.57000000000001,-0.4,N/A
2019,1,15,12,30,0,0,0,4,-1,0.18,1.2000000000000002,194,94.28,-0.2,N/A
2019,1,15,13,0,0,0,0,4,-0.7000000000000001,0.18,1.2000000000000002,195,95.67,-0.1,N/A
2019,1,15,13,30,5,24,5,4,-0.7000000000000001,0.18,1.6,195,86.48,1.3,N/A
2019,1,15,14,0,27,62,32,4,0.4,0.18,2,194,84.75,2.7,N/A
2019,1,15,14,30,66,315,122,0,0.4,0.18,2,191,79.54,3.6,N/A
2019,1,15,15,0,85,151,125,4,1.1,0.18,2,189,78.35000000000001,4.5,N/A
2019,1,15,15,30,125,14,130,4,1.1,0.18,2.1,185,73.59,5.4,N/A
2019,1,15,16,0,159,39,175,7,1.7000000000000002,0.18,2.1,181,71.88,6.4,N/A
2019,1,15,16,30,126,3,127,7,1.7000000000000002,0.18,2.3000000000000003,181,68.98,7,N/A
2019,1,15,17,0,87,0,87,7,2.5,0.18,2.5,181,69.52,7.7,N/A
2019,1,15,17,30,133,0,133,7,2.5,0.18,2.5,182,68.05,8,N/A
2019,1,15,18,0,172,2,173,7,3.1,0.18,2.6,184,69.34,8.4,N/A
2019,1,15,18,30,192,7,196,7,3.1,0.18,2.6,183,68.87,8.5,N/A
2019,1,15,19,0,211,16,220,7,3.6,0.18,2.6,182,71.32000000000001,8.5,N/A
2019,1,15,19,30,230,34,249,7,3.6,0.18,2.6,178,70.84,8.6,N/A
2019,1,15,20,0,221,38,241,7,4,0.18,2.7,174,72.39,8.700000000000001,N/A
2019,1,15,20,30,196,32,212,7,4,0.18,2.7,172,71.91,8.8,N/A
2019,1,15,21,0,187,66,216,7,4.4,0.18,2.7,170,73.16,8.9,N/A
2019,1,15,21,30,145,32,157,7,4.4,0.18,2.3000000000000003,169,74.66,8.6,N/A
2019,1,15,22,0,100,7,102,7,5.1000000000000005,0.18,1.9000000000000001,168,80.07000000000001,8.3,N/A
2019,1,15,22,30,73,0,73,7,5.1000000000000005,0.18,1.7000000000000002,166,85.7,7.300000000000001,N/A
2019,1,15,23,0,37,0,37,7,4.7,0.18,1.4000000000000001,164,89.48,6.300000000000001,N/A
2019,1,15,23,30,10,8,10,7,4.7,0.18,1.4000000000000001,164,89.48,6.300000000000001,N/A
2019,1,16,0,0,0,0,0,7,4.1000000000000005,0.18,1.8,162,90.72,5.5,N/A
2019,1,16,0,30,0,0,0,7,4.1000000000000005,0.18,1.9000000000000001,163,91.99,5.300000000000001,N/A
2019,1,16,1,0,0,0,0,7,3.8000000000000003,0.18,2.1,163,91.64,5,N/A
2019,1,16,1,30,0,0,0,7,3.8000000000000003,0.18,2.2,164,92.28,4.9,N/A
2019,1,16,2,0,0,0,0,3,3.7,0.18,2.4000000000000004,165,92.36,4.800000000000001,N/A
2019,1,16,2,30,0,0,0,3,3.7,0.18,2.4000000000000004,168,92.36,4.800000000000001,N/A
2019,1,16,3,0,0,0,0,3,3.7,0.18,2.4000000000000004,172,93.41,4.7,N/A
2019,1,16,3,30,0,0,0,3,3.7,0.18,2.4000000000000004,173,94.06,4.6000000000000005,N/A
2019,1,16,4,0,0,0,0,3,3.8000000000000003,0.18,2.3000000000000003,175,95.25,4.5,N/A
2019,1,16,4,30,0,0,0,3,3.8000000000000003,0.18,2.3000000000000003,175,96.59,4.3,N/A
2019,1,16,5,0,0,0,0,3,3.8000000000000003,0.18,2.2,175,98.95,4,N/A
2019,1,16,5,30,0,0,0,3,3.8000000000000003,0.18,2.2,175,100,3.8000000000000003,N/A
2019,1,16,6,0,0,0,0,3,3.5,0.18,2.1,175,100,3.5,N/A
2019,1,16,6,30,0,0,0,3,3.3000000000000003,0.18,2.1,176,100,3.3000000000000003,N/A
2019,1,16,7,0,0,0,0,3,3.1,0.18,2.1,177,100,3.1,N/A
2019,1,16,7,30,0,0,0,3,2.9000000000000004,0.18,2,178,100,2.9000000000000004,N/A
2019,1,16,8,0,0,0,0,3,2.7,0.18,1.9000000000000001,179,100,2.7,N/A
2019,1,16,8,30,0,0,0,0,2.8000000000000003,0.18,1.9000000000000001,181,100,2.8000000000000003,N/A
2019,1,16,9,0,0,0,0,0,2.9000000000000004,0.18,1.9000000000000001,182,100,2.9000000000000004,N/A
2019,1,16,9,30,0,0,0,0,3.2,0.18,2,184,100,3.2,N/A
2019,1,16,10,0,0,0,0,0,3.4000000000000004,0.18,2.1,186,100,3.4000000000000004,N/A
2019,1,16,10,30,0,0,0,3,3.8000000000000003,0.18,2.3000000000000003,186,100,3.8000000000000003,N/A
2019,1,16,11,0,0,0,0,3,4.1000000000000005,0.18,2.5,187,100,4.1000000000000005,N/A
2019,1,16,11,30,0,0,0,3,4.3,0.18,2.6,187,100,4.3,N/A
2019,1,16,12,0,0,0,0,3,4.4,0.18,2.8000000000000003,187,99.11,4.5,N/A
2019,1,16,12,30,0,0,0,3,4.4,0.18,2.8000000000000003,190,97.74000000000001,4.7,N/A
2019,1,16,13,0,0,0,0,3,4.5,0.18,2.8000000000000003,193,97.65,4.800000000000001,N/A
2019,1,16,13,30,5,21,5,0,4.5,0.18,2.9000000000000004,198,94.31,5.300000000000001,N/A
2019,1,16,14,0,18,66,24,3,5,0.18,3,202,94.75,5.800000000000001,N/A
2019,1,16,14,30,50,221,90,0,5,0.18,3.2,207,90.91,6.4,N/A
2019,1,16,15,0,52,138,89,3,5.9,0.18,3.5,212,92.59,7,N/A
2019,1,16,15,30,67,0,67,3,5.9,0.18,3.6,210,88.27,7.7,N/A
2019,1,16,16,0,81,0,81,3,6.800000000000001,0.18,3.7,208,89.13,8.5,N/A
2019,1,16,16,30,98,0,98,3,6.800000000000001,0.18,4,206,82.69,9.600000000000001,N/A
2019,1,16,17,0,114,0,114,3,8.1,0.18,4.2,205,83.48,10.8,N/A
2019,1,16,17,30,161,2,162,2,8.1,0.18,4.5,206,77.05,12,N/A
2019,1,16,18,0,157,1,158,2,9.5,0.18,4.800000000000001,206,78.46000000000001,13.200000000000001,N/A
2019,1,16,18,30,187,10,193,2,9.5,0.18,5,207,73.94,14.100000000000001,N/A
2019,1,16,19,0,226,30,244,2,10.8,0.18,5.2,207,76.01,15,N/A
2019,1,16,19,30,224,39,246,2,10.8,0.18,5.300000000000001,206,73.15,15.600000000000001,N/A
2019,1,16,20,0,205,24,218,2,11.8,0.18,5.300000000000001,205,74.66,16.3,N/A
2019,1,16,20,30,193,185,285,2,11.8,0.18,5.300000000000001,203,73.71000000000001,16.5,N/A
2019,1,16,21,0,185,70,216,2,12.3,0.18,5.2,200,75.48,16.7,N/A
2019,1,16,21,30,134,116,178,2,12.3,0.18,4.800000000000001,196,77.84,16.2,N/A
2019,1,16,22,0,86,369,199,0,12.700000000000001,0.18,4.5,192,82.11,15.700000000000001,N/A
2019,1,16,22,30,65,527,182,0,12.700000000000001,0.18,4.1000000000000005,187,88.10000000000001,14.600000000000001,N/A
2019,1,16,23,0,47,357,94,0,12.5,0.18,3.7,182,93.61,13.5,N/A
2019,1,16,23,30,18,117,23,0,12.5,0.18,3.7,182,93.61,13.5,N/A
2019,1,17,0,0,0,0,0,0,12.4,0.17,4.1000000000000005,176,100,12.4,N/A
2019,1,17,0,30,0,0,0,2,12.100000000000001,0.17,4.2,175,100,12.100000000000001,N/A
2019,1,17,1,0,0,0,0,2,11.9,0.17,4.4,175,100,11.9,N/A
2019,1,17,1,30,0,0,0,3,11.8,0.17,4.5,177,100,11.8,N/A
2019,1,17,2,0,0,0,0,3,11.700000000000001,0.17,4.6000000000000005,179,100,11.700000000000001,N/A
2019,1,17,2,30,0,0,0,3,11.600000000000001,0.17,4.6000000000000005,181,100,11.600000000000001,N/A
2019,1,17,3,0,0,0,0,3,11.600000000000001,0.17,4.7,182,100,11.600000000000001,N/A
2019,1,17,3,30,0,0,0,3,11.5,0.17,4.6000000000000005,184,100,11.5,N/A
2019,1,17,4,0,0,0,0,3,11.5,0.17,4.6000000000000005,186,100,11.5,N/A
2019,1,17,4,30,0,0,0,7,11.5,0.17,4.7,189,99.54,11.600000000000001,N/A
2019,1,17,5,0,0,0,0,3,11.600000000000001,0.17,4.9,191,99.96000000000001,11.600000000000001,N/A
2019,1,17,5,30,0,0,0,3,11.600000000000001,0.17,5.1000000000000005,195,99.31,11.700000000000001,N/A
2019,1,17,6,0,0,0,0,3,11.700000000000001,0.17,5.300000000000001,199,99.09,11.8,N/A
2019,1,17,6,30,0,0,0,3,11.700000000000001,0.17,5.2,202,99.75,11.700000000000001,N/A
2019,1,17,7,0,0,0,0,3,11.600000000000001,0.17,5.1000000000000005,205,99.17,11.700000000000001,N/A
2019,1,17,7,30,0,0,0,3,11.4,0.17,4.7,207,100,11.4,N/A
2019,1,17,8,0,0,0,0,3,11.200000000000001,0.17,4.4,208,100,11.200000000000001,N/A
2019,1,17,8,30,0,0,0,3,10.9,0.17,4.3,212,100,10.9,N/A
2019,1,17,9,0,0,0,0,7,10.600000000000001,0.17,4.1000000000000005,215,100,10.600000000000001,N/A
2019,1,17,9,30,0,0,0,7,10.200000000000001,0.17,4,221,100,10.200000000000001,N/A
2019,1,17,10,0,0,0,0,7,9.9,0.17,3.9000000000000004,228,100,9.9,N/A
2019,1,17,10,30,0,0,0,7,9.5,0.17,3.9000000000000004,240,100,9.5,N/A
2019,1,17,11,0,0,0,0,0,9.1,0.17,3.9000000000000004,252,99.87,9.1,N/A
2019,1,17,11,30,0,0,0,0,8.6,0.17,3.9000000000000004,265,100,8.6,N/A
2019,1,17,12,0,0,0,0,7,8,0.17,4,278,98.62,8.200000000000001,N/A
2019,1,17,12,30,0,0,0,7,8,0.17,4.1000000000000005,289,100,8,N/A
2019,1,17,13,0,0,0,0,7,7,0.17,4.2,301,95.63,7.7,N/A
2019,1,17,13,30,6,50,6,0,7.1000000000000005,0.17,4.6000000000000005,309,91.91,8.3,N/A
2019,1,17,14,0,30,354,61,0,7.300000000000001,0.17,5,316,89.95,8.9,N/A
2019,1,17,14,30,47,156,75,4,7.300000000000001,0.17,5.2,322,85.82000000000001,9.600000000000001,N/A
2019,1,17,15,0,91,10,94,3,7.9,0.17,5.4,328,85.9,10.200000000000001,N/A
2019,1,17,15,30,139,61,160,3,7.9,0.17,5.300000000000001,331,83.09,10.700000000000001,N/A
2019,1,17,16,0,178,194,259,3,8.200000000000001,0.17,5.2,333,82.02,11.200000000000001,N/A
2019,1,17,16,30,207,153,280,3,8.200000000000001,0.17,5.1000000000000005,332,79.36,11.700000000000001,N/A
2019,1,17,17,0,221,57,251,7,8.3,0.17,5,332,76.53,12.3,N/A
2019,1,17,17,30,247,71,287,3,8.3,0.17,4.800000000000001,331,74,12.8,N/A
2019,1,17,18,0,267,104,328,7,8.200000000000001,0.17,4.6000000000000005,330,70.82000000000001,13.4,N/A
2019,1,17,18,30,258,287,429,7,8.200000000000001,0.17,4.3,330,69.01,13.8,N/A
2019,1,17,19,0,200,529,513,7,8.1,0.17,4.1000000000000005,331,66.54,14.200000000000001,N/A
2019,1,17,19,30,184,557,504,7,8.1,0.17,3.8000000000000003,332,65.69,14.4,N/A
2019,1,17,20,0,176,541,471,7,7.9,0.17,3.5,333,64.34,14.600000000000001,N/A
2019,1,17,20,30,115,716,475,7,7.9,0.17,3.2,333,64.76,14.5,N/A
2019,1,17,21,0,76,843,454,0,7.800000000000001,0.17,2.8000000000000003,332,64.37,14.4,N/A
2019,1,17,21,30,66,830,384,0,7.800000000000001,0.17,2.2,330,66.91,13.8,N/A
2019,1,17,22,0,59,767,296,0,8.6,0.17,1.6,327,73.7,13.200000000000001,N/A
2019,1,17,22,30,51,670,202,0,8.6,0.17,1.3,324,81.84,11.600000000000001,N/A
2019,1,17,23,0,39,512,108,0,7.5,0.17,1.1,321,85.19,9.9,N/A
2019,1,17,23,30,20,216,29,0,7.5,0.17,1.1,321,85.19,9.9,N/A
2019,1,18,0,0,0,0,0,0,6.4,0.17,1.1,322,85.13,8.8,N/A
2019,1,18,0,30,0,0,0,0,6.4,0.17,1.1,324,86.28,8.6,N/A
2019,1,18,1,0,0,0,0,0,6.2,0.17,1.1,327,85.86,8.4,N/A
2019,1,18,1,30,0,0,0,0,6.2,0.17,1.1,335,87.62,8.1,N/A
2019,1,18,2,0,0,0,0,3,6,0.17,1.1,343,88.14,7.800000000000001,N/A
2019,1,18,2,30,0,0,0,0,6,0.17,1.1,174,90.57000000000001,7.4,N/A
2019,1,18,3,0,0,0,0,0,5.9,0.17,1.1,5,91.8,7.1000000000000005,N/A
2019,1,18,3,30,0,0,0,0,5.9,0.17,1.1,17,94.35000000000001,6.7,N/A
2019,1,18,4,0,0,0,0,0,5.800000000000001,0.17,1.1,30,96.85000000000001,6.300000000000001,N/A
2019,1,18,4,30,0,0,0,3,5.800000000000001,0.17,1.2000000000000002,43,99.55,5.9,N/A
2019,1,18,5,0,0,0,0,4,5.6000000000000005,0.17,1.2000000000000002,55,100,5.6000000000000005,N/A
2019,1,18,5,30,0,0,0,4,5.300000000000001,0.17,1.2000000000000002,69,100,5.300000000000001,N/A
2019,1,18,6,0,0,0,0,4,5.1000000000000005,0.17,1.2000000000000002,82,100,5.1000000000000005,N/A
2019,1,18,6,30,0,0,0,7,4.800000000000001,0.17,1.2000000000000002,92,100,4.800000000000001,N/A
2019,1,18,7,0,0,0,0,4,4.5,0.17,1.2000000000000002,102,100,4.5,N/A
2019,1,18,7,30,0,0,0,7,4.2,0.17,1.3,111,100,4.2,N/A
2019,1,18,8,0,0,0,0,7,3.9000000000000004,0.17,1.3,119,100,3.9000000000000004,N/A
2019,1,18,8,30,0,0,0,7,3.9000000000000004,0.17,1.4000000000000001,126,100,3.9000000000000004,N/A
2019,1,18,9,0,0,0,0,7,3.9000000000000004,0.17,1.4000000000000001,132,100,3.9000000000000004,N/A
2019,1,18,9,30,0,0,0,7,4.1000000000000005,0.17,1.5,137,100,4.1000000000000005,N/A
2019,1,18,10,0,0,0,0,7,4.4,0.17,1.7000000000000002,142,100,4.4,N/A
2019,1,18,10,30,0,0,0,7,4.7,0.17,1.9000000000000001,145,100,4.7,N/A
2019,1,18,11,0,0,0,0,7,5.1000000000000005,0.17,2.1,148,100,5.1000000000000005,N/A
2019,1,18,11,30,0,0,0,7,5.1000000000000005,0.17,2.1,149,100,5.1000000000000005,N/A
2019,1,18,12,0,0,0,0,7,5.2,0.17,2.2,151,100,5.2,N/A
2019,1,18,12,30,0,0,0,7,5.4,0.17,2.2,152,100,5.4,N/A
2019,1,18,13,0,0,0,0,7,5.5,0.17,2.3000000000000003,153,100,5.5,N/A
2019,1,18,13,30,4,24,4,7,5.7,0.17,2.9000000000000004,156,95.54,6.4,N/A
2019,1,18,14,0,33,96,42,7,6.300000000000001,0.17,3.5,158,94.22,7.2,N/A
2019,1,18,14,30,67,183,100,7,6.300000000000001,0.17,3.8000000000000003,159,87.94,8.200000000000001,N/A
2019,1,18,15,0,97,293,176,7,7.300000000000001,0.17,4,161,87.96000000000001,9.200000000000001,N/A
2019,1,18,15,30,124,349,246,7,7.300000000000001,0.17,4.4,163,80.11,10.600000000000001,N/A
2019,1,18,16,0,165,297,290,7,8.6,0.17,4.7,166,78.98,12.100000000000001,N/A
2019,1,18,16,30,208,215,311,4,8.6,0.17,5.300000000000001,172,72.48,13.4,N/A
2019,1,18,17,0,223,298,380,7,10.200000000000001,0.17,5.800000000000001,178,74.04,14.8,N/A
2019,1,18,17,30,241,325,424,7,10.200000000000001,0.17,6,183,69.31,15.8,N/A
2019,1,18,18,0,253,287,422,7,11.600000000000001,0.17,6.300000000000001,188,70.92,16.900000000000002,N/A
2019,1,18,18,30,272,177,378,7,11.600000000000001,0.17,6.5,191,67.37,17.7,N/A
2019,1,18,19,0,272,210,397,7,12.600000000000001,0.17,6.7,195,68.46000000000001,18.5,N/A
2019,1,18,19,30,190,25,204,7,12.600000000000001,0.17,6.800000000000001,196,66.77,18.900000000000002,N/A
2019,1,18,20,0,129,8,133,3,13.3,0.17,6.800000000000001,197,67.95,19.400000000000002,N/A
2019,1,18,20,30,183,100,234,3,13.3,0.17,6.6000000000000005,195,67.46000000000001,19.5,N/A
2019,1,18,21,0,137,485,356,0,14.100000000000001,0.17,6.4,193,70.52,19.6,N/A
2019,1,18,21,30,95,578,319,0,14.100000000000001,0.17,6.2,191,72.74,19.1,N/A
2019,1,18,22,0,85,465,230,0,14.700000000000001,0.17,5.9,188,77.81,18.7,N/A
2019,1,18,22,30,64,244,120,7,14.700000000000001,0.17,5.800000000000001,188,81.29,18,N/A
2019,1,18,23,0,39,10,40,4,15,0.17,5.7,187,85.88,17.400000000000002,N/A
2019,1,18,23,30,11,5,11,7,15,0.17,5.7,187,85.88,17.400000000000002,N/A
2019,1,19,0,0,0,0,0,7,15.3,0.17,5.9,189,91.24,16.7,N/A
2019,1,19,0,30,0,0,0,7,15.3,0.17,5.800000000000001,189,92.41,16.5,N/A
2019,1,19,1,0,0,0,0,7,15.4,0.17,5.7,189,95.21000000000001,16.2,N/A
2019,1,19,1,30,0,0,0,6,15.4,0.17,5.7,192,95.82000000000001,16.1,N/A
2019,1,19,2,0,0,0,0,6,15.5,0.17,5.6000000000000005,195,96.59,16,N/A
2019,1,19,2,30,0,0,0,7,15.5,0.17,5.5,200,97.2,15.9,N/A
2019,1,19,3,0,0,0,0,7,15.200000000000001,0.17,5.4,205,96.31,15.8,N/A
2019,1,19,3,30,0,0,0,8,15.200000000000001,0.17,5.2,221,97.55,15.600000000000001,N/A
2019,1,19,4,0,0,0,0,7,14.4,0.17,5.1000000000000005,237,93.18,15.5,N/A
2019,1,19,4,30,0,0,0,7,14.4,0.17,5.300000000000001,259,96.21000000000001,15,N/A
2019,1,19,5,0,0,0,0,7,12.5,0.17,5.6000000000000005,281,88.34,14.4,N/A
2019,1,19,5,30,0,0,0,7,12.5,0.17,6.6000000000000005,292,98.10000000000001,12.8,N/A
2019,1,19,6,0,0,0,0,7,8.4,0.17,7.5,304,83.10000000000001,11.200000000000001,N/A
2019,1,19,6,30,0,0,0,7,8.4,0.17,7.7,309,92.43,9.600000000000001,N/A
2019,1,19,7,0,0,0,0,7,5.1000000000000005,0.17,7.9,313,81.69,8,N/A
2019,1,19,7,30,0,0,0,7,5.1000000000000005,0.17,8.200000000000001,316,86.35000000000001,7.2,N/A
2019,1,19,8,0,0,0,0,3,3.3000000000000003,0.17,8.5,319,80.79,6.4,N/A
2019,1,19,8,30,0,0,0,3,3.3000000000000003,0.17,8.700000000000001,321,84.78,5.7,N/A
2019,1,19,9,0,0,0,0,4,1.9000000000000001,0.17,8.9,323,81.05,4.9,N/A
2019,1,19,9,30,0,0,0,4,1.9000000000000001,0.17,9.1,324,85.2,4.2,N/A
2019,1,19,10,0,0,0,0,4,0,0.17,9.200000000000001,325,78.01,3.5,N/A
2019,1,19,10,30,0,0,0,4,0,0.17,9.4,326,82.04,2.8000000000000003,N/A
2019,1,19,11,0,0,0,0,4,-1.7000000000000002,0.17,9.5,327,75.52,2.2,N/A
2019,1,19,11,30,0,0,0,4,-1.7000000000000002,0.17,9.4,328,78.26,1.7000000000000002,N/A
2019,1,19,12,0,0,0,0,4,-3.1,0.17,9.3,329,72.41,1.3,N/A
2019,1,19,12,30,0,0,0,0,-3.1,0.17,9.200000000000001,329,75.13,0.8,N/A
2019,1,19,13,0,0,0,0,4,-4.7,0.17,9.1,330,68.78,0.4,N/A
2019,1,19,13,30,1,0,1,4,-4.7,0.17,9.200000000000001,331,68.35000000000001,0.5,N/A
2019,1,19,14,0,6,0,6,4,-6,0.17,9.3,331,61.86,0.5,N/A
2019,1,19,14,30,14,0,14,4,-6,0.17,9.5,332,60.1,0.9,N/A
2019,1,19,15,0,36,34,45,4,-6.5,0.17,9.600000000000001,333,56.67,1.2000000000000002,N/A
2019,1,19,15,30,59,11,63,4,-6.5,0.17,9.700000000000001,332,54.68,1.7000000000000002,N/A
2019,1,19,16,0,139,19,147,4,-6.4,0.17,9.8,332,53.15,2.2,N/A
2019,1,19,16,30,186,45,208,4,-6.4,0.17,9.9,332,52.08,2.5,N/A
2019,1,19,17,0,163,200,269,4,-6.2,0.17,10,332,51.13,2.9000000000000004,N/A
2019,1,19,17,30,233,179,334,4,-6.2,0.17,9.9,332,50.410000000000004,3.1,N/A
2019,1,19,18,0,157,629,528,0,-6,0.17,9.700000000000001,333,50.06,3.4000000000000004,N/A
2019,1,19,18,30,182,618,553,7,-6,0.17,9.600000000000001,334,49.36,3.6,N/A
2019,1,19,19,0,166,645,552,0,-5.7,0.17,9.4,335,49.85,3.8000000000000003,N/A
2019,1,19,19,30,145,723,565,0,-5.7,0.17,9.1,335,49.51,3.9000000000000004,N/A
2019,1,19,20,0,104,848,572,0,-5.4,0.17,8.9,336,50.34,4,N/A
2019,1,19,20,30,86,890,539,0,-5.4,0.17,8.700000000000001,337,50.69,3.9000000000000004,N/A
2019,1,19,21,0,87,833,466,0,-5.2,0.17,8.4,338,51.75,3.8000000000000003,N/A
2019,1,19,21,30,101,627,346,0,-5.2,0.17,7.9,338,53.230000000000004,3.4000000000000004,N/A
2019,1,19,22,0,82,604,272,0,-5.2,0.17,7.4,339,55.050000000000004,3,N/A
2019,1,19,22,30,58,651,209,0,-5.2,0.17,6.7,339,57.86,2.3000000000000003,N/A
2019,1,19,23,0,43,500,114,0,-5,0.17,6,339,61.52,1.6,N/A
2019,1,19,23,30,23,230,34,0,-5,0.17,6,339,61.52,1.6,N/A
2019,1,20,0,0,0,0,0,0,-4.7,0.17,5.300000000000001,339,67.38,0.7000000000000001,N/A
2019,1,20,0,30,0,0,0,0,-4.7,0.17,4.9,339,69.35000000000001,0.30000000000000004,N/A
2019,1,20,1,0,0,0,0,0,-4.4,0.17,4.4,340,72.66,-0.1,N/A
2019,1,20,1,30,0,0,0,0,-4.4,0.17,3.7,340,75.34,-0.6000000000000001,N/A
2019,1,20,2,0,0,0,0,0,-4.2,0.17,3,340,79.71000000000001,-1.1,N/A
2019,1,20,2,30,0,0,0,0,-4.2,0.17,3,340,81.48,-1.4000000000000001,N/A
2019,1,20,3,0,0,0,0,0,-4.2,0.17,3.1,341,83.28,-1.7000000000000002,N/A
2019,1,20,3,30,0,0,0,0,-4.2,0.17,3.4000000000000004,342,83.89,-1.8,N/A
2019,1,20,4,0,0,0,0,0,-4.5,0.17,3.7,344,81.75,-1.8,N/A
2019,1,20,4,30,0,0,0,0,-4.5,0.17,3.8000000000000003,346,83.05,-2,N/A
2019,1,20,5,0,0,0,0,0,-5.2,0.17,3.9000000000000004,348,79.61,-2.2,N/A
2019,1,20,5,30,0,0,0,0,-5.2,0.17,3.6,349,81.39,-2.5,N/A
2019,1,20,6,0,0,0,0,0,-5.7,0.17,3.4000000000000004,350,80.14,-2.8000000000000003,N/A
2019,1,20,6,30,0,0,0,0,-5.7,0.17,3.2,349,82.56,-3.2,N/A
2019,1,20,7,0,0,0,0,0,-6.1000000000000005,0.17,2.9000000000000004,349,82.24,-3.5,N/A
2019,1,20,7,30,0,0,0,7,-6.1000000000000005,0.17,2.7,347,84.11,-3.8000000000000003,N/A
2019,1,20,8,0,0,0,0,0,-6.300000000000001,0.17,2.4000000000000004,345,84.73,-4.1000000000000005,N/A
2019,1,20,8,30,0,0,0,0,-6.300000000000001,0.17,2.3000000000000003,343,86.01,-4.3,N/A
2019,1,20,9,0,0,0,0,0,-6.4,0.17,2.2,340,86.56,-4.5,N/A
2019,1,20,9,30,0,0,0,0,-6.4,0.17,2.1,341,87.22,-4.6000000000000005,N/A
2019,1,20,10,0,0,0,0,0,-6.5,0.17,2.1,342,86.72,-4.6000000000000005,N/A
2019,1,20,10,30,0,0,0,0,-6.5,0.17,1.9000000000000001,344,87.38,-4.7,N/A
2019,1,20,11,0,0,0,0,0,-6.5,0.17,1.8,347,87.74,-4.800000000000001,N/A
2019,1,20,11,30,0,0,0,0,-6.5,0.17,1.7000000000000002,343,88.41,-4.9,N/A
2019,1,20,12,0,0,0,0,7,-6.5,0.17,1.7000000000000002,339,88.68,-4.9,N/A
2019,1,20,12,30,0,0,0,7,-6.5,0.17,1.9000000000000001,336,86.7,-4.6000000000000005,N/A
2019,1,20,13,0,0,0,0,7,-6.2,0.17,2,332,87.22,-4.4,N/A
2019,1,20,13,30,4,9,4,7,-6.2,0.17,2.5,335,80.33,-3.3000000000000003,N/A
2019,1,20,14,0,34,65,40,4,-6.300000000000001,0.17,2.9000000000000004,338,73.51,-2.2,N/A
2019,1,20,14,30,66,226,108,4,-6.300000000000001,0.17,2.5,341,67.87,-1.1,N/A
2019,1,20,15,0,92,360,190,4,-6.5,0.17,2.1,345,61.800000000000004,0,N/A
