Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,0,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,
2019,1,1,9,0,0,0,0,3,-1.7000000000000002,0.18,5.300000000000001,2,85.5,0.5,N/A
2019,1,1,9,30,0,0,0,0,-1.7000000000000002,0.18,5.2,1,86.74,0.30000000000000004,N/A
2019,1,1,10,0,0,0,0,0,-2.5,0.18,5,1,82.43,0.1,N/A
2019,1,1,10,30,0,0,0,3,-2.5,0.18,4.9,180,83.63,-0.1,N/A
2019,1,1,11,0,0,0,0,4,-3.1,0.18,4.800000000000001,360,80.52,-0.2,N/A
2019,1,1,11,30,0,0,0,4,-3.1,0.18,4.800000000000001,359,81.18,-0.30000000000000004,N/A
2019,1,1,12,0,0,0,0,4,-3.6,0.18,4.7,359,79.28,-0.5,N/A
2019,1,1,12,30,0,0,0,4,-3.6,0.18,4.800000000000001,359,79.94,-0.6000000000000001,N/A
2019,1,1,13,0,0,0,0,4,-4.1000000000000005,0.18,4.9,359,77.7,-0.7000000000000001,N/A
2019,1,1,13,30,6,49,6,0,-4.1000000000000005,0.18,5.1000000000000005,359,74.99,-0.2,N/A
2019,1,1,14,0,33,344,62,0,-4.3,0.18,5.300000000000001,359,71.4,0.30000000000000004,N/A
2019,1,1,14,30,43,461,124,0,-4.3,0.18,5.5,181,68.38,0.9,N/A
2019,1,1,15,0,54,163,96,4,-4.1000000000000005,0.18,5.7,2,65.77,1.6,N/A
2019,1,1,15,30,111,18,117,7,-4.1000000000000005,0.18,5.6000000000000005,3,62.57,2.3000000000000003,N/A
2019,1,1,16,0,127,9,131,7,-3.2,0.18,5.4,3,63.54,3.1,N/A
2019,1,1,16,30,99,7,102,7,-3.2,0.18,5.2,3,60.480000000000004,3.8000000000000003,N/A
2019,1,1,17,0,95,2,96,7,-1.9000000000000001,0.18,5,4,62.550000000000004,4.6000000000000005,N/A
2019,1,1,17,30,153,3,155,7,-1.9000000000000001,0.18,4.9,5,59.99,5.2,N/A
2019,1,1,18,0,185,10,191,7,-0.9,0.18,4.7,5,62.190000000000005,5.800000000000001,N/A
2019,1,1,18,30,243,75,285,7,-0.9,0.18,4.6000000000000005,8,60.44,6.2,N/A
2019,1,1,19,0,241,65,277,7,0,0.18,4.4,10,62.370000000000005,6.7,N/A
2019,1,1,19,30,239,134,311,7,0,0.18,4.3,12,61.940000000000005,6.800000000000001,N/A
2019,1,1,20,0,196,74,233,6,0.7000000000000001,0.18,4.1000000000000005,14,64.07000000000001,7,N/A
2019,1,1,20,30,146,26,158,7,0.7000000000000001,0.18,3.9000000000000004,14,65.4,6.7,N/A
2019,1,1,21,0,170,138,226,7,1,0.18,3.7,14,67.95,6.5,N/A
2019,1,1,21,30,131,162,186,7,1,0.18,3.5,14,70.33,6,N/A
2019,1,1,22,0,90,16,94,7,1.2000000000000002,0.18,3.3000000000000003,13,73.68,5.5,N/A
2019,1,1,22,30,56,0,56,7,1.2000000000000002,0.18,3.1,10,76.89,4.9,N/A
2019,1,1,23,0,26,0,26,7,1.2000000000000002,0.18,2.9000000000000004,6,80.98,4.2,N/A
2019,1,1,23,30,3,2,3,7,1.2000000000000002,0.18,2.9000000000000004,6,80.98,4.2,N/A
2019,1,2,0,0,0,0,0,6,0.9,0.18,3.4000000000000004,359,83.14,3.5,N/A
2019,1,2,0,30,0,0,0,7,0.9,0.18,3.6,358,84.92,3.2,N/A
2019,1,2,1,0,0,0,0,7,0.5,0.18,3.7,357,84.8,2.8000000000000003,N/A
2019,1,2,1,30,0,0,0,6,0.5,0.18,3.8000000000000003,358,86.62,2.5,N/A
2019,1,2,2,0,0,0,0,7,-0.1,0.18,3.9000000000000004,359,85.31,2.1,N/A
2019,1,2,2,30,0,0,0,7,-0.1,0.18,3.9000000000000004,180,86.53,1.9000000000000001,N/A
2019,1,2,3,0,0,0,0,7,-0.6000000000000001,0.18,3.9000000000000004,0,85.2,1.6,N/A
2019,1,2,3,30,0,0,0,7,-0.6000000000000001,0.18,3.9000000000000004,1,85.82000000000001,1.5,N/A
2019,1,2,4,0,0,0,0,7,-1.1,0.18,3.9000000000000004,2,84.31,1.3,N/A
2019,1,2,4,30,0,0,0,6,-1.1,0.18,3.9000000000000004,3,84.91,1.2000000000000002,N/A
2019,1,2,5,0,0,0,0,7,-1.4000000000000001,0.18,3.9000000000000004,3,83.19,1.1,N/A
2019,1,2,5,30,0,0,0,7,-1.4000000000000001,0.18,3.8000000000000003,3,83.79,1,N/A
2019,1,2,6,0,0,0,0,7,-1.7000000000000002,0.18,3.7,3,83.27,0.8,N/A
2019,1,2,6,30,0,0,0,7,-1.7000000000000002,0.18,3.7,2,83.87,0.7000000000000001,N/A
2019,1,2,7,0,0,0,0,7,-2,0.18,3.6,1,82.94,0.6000000000000001,N/A
2019,1,2,7,30,0,0,0,6,-2,0.18,3.5,2,83.54,0.5,N/A
2019,1,2,8,0,0,0,0,6,-2.2,0.18,3.4000000000000004,4,82.96000000000001,0.4,N/A
2019,1,2,8,30,0,0,0,6,-2.2,0.18,3.4000000000000004,3,83.48,0.30000000000000004,N/A
2019,1,2,9,0,0,0,0,6,-2.3000000000000003,0.18,3.4000000000000004,2,83.36,0.2,N/A
2019,1,2,9,30,0,0,0,9,-2.3000000000000003,0.18,3.6,177,83.97,0.1,N/A
2019,1,2,10,0,0,0,0,6,-2.4000000000000004,0.18,3.8000000000000003,352,83.86,0,N/A
2019,1,2,10,30,0,0,0,6,-2.4000000000000004,0.18,3.4000000000000004,178,83.86,0,N/A
2019,1,2,11,0,0,0,0,6,-2.3000000000000003,0.18,3,3,85.07000000000001,-0.1,N/A
2019,1,2,11,30,0,0,0,6,-2.3000000000000003,0.18,2.7,12,85.07000000000001,-0.1,N/A
2019,1,2,12,0,0,0,0,6,-2.1,0.18,2.5,22,86.86,-0.2,N/A
2019,1,2,12,30,0,0,0,6,-2.1,0.18,2.7,17,86.23,-0.1,N/A
2019,1,2,13,0,0,0,0,6,-2,0.18,3,13,87.24,-0.1,N/A
2019,1,2,13,30,1,0,1,6,-2,0.18,3.2,8,86.07000000000001,0.1,N/A
2019,1,2,14,0,5,0,5,6,-1.6,0.18,3.5,4,87.89,0.2,N/A
2019,1,2,14,30,8,0,8,6,-1.6,0.18,3.7,4,86.63,0.4,N/A
2019,1,2,15,0,11,0,11,6,-1.1,0.18,3.9000000000000004,4,88.34,0.6000000000000001,N/A
2019,1,2,15,30,14,0,14,6,-1.1,0.18,3.6,7,86.45,0.9,N/A
2019,1,2,16,0,19,0,19,6,-0.5,0.18,3.3000000000000003,10,87.91,1.3,N/A
2019,1,2,16,30,24,0,24,6,-0.5,0.18,3.1,13,85.96000000000001,1.6,N/A
2019,1,2,17,0,27,0,27,6,0.2,0.18,2.8000000000000003,17,88.25,1.9000000000000001,N/A
2019,1,2,17,30,30,0,30,6,0.1,0.18,2.7,18,86.91,2.1,N/A
2019,1,2,18,0,34,0,34,6,0.6000000000000001,0.18,2.6,19,89.38,2.2,N/A
2019,1,2,18,30,38,0,38,6,0.6000000000000001,0.18,2.7,23,88.66,2.3000000000000003,N/A
2019,1,2,19,0,39,0,39,6,0.9,0.18,2.7,26,90.04,2.4000000000000004,N/A
2019,1,2,19,30,39,0,39,6,0.9,0.18,2.8000000000000003,28,89.4,2.5,N/A
2019,1,2,20,0,39,0,39,6,1.2000000000000002,0.18,2.8000000000000003,30,90.47,2.6,N/A
2019,1,2,20,30,29,0,29,6,1.2000000000000002,0.18,2.7,33,90.47,2.6,N/A
2019,1,2,21,0,20,0,20,6,1.3,0.18,2.6,36,91.34,2.6,N/A
2019,1,2,21,30,33,0,33,6,1.3,0.18,2.4000000000000004,30,91.99,2.5,N/A
2019,1,2,22,0,36,0,36,6,1.4000000000000001,0.18,2.3000000000000003,24,92.61,2.5,N/A
2019,1,2,22,30,24,0,24,6,1.4000000000000001,0.18,2.3000000000000003,13,93.94,2.3000000000000003,N/A
2019,1,2,23,0,13,0,13,6,1.4000000000000001,0.18,2.3000000000000003,2,94.53,2.2,N/A
2019,1,2,23,30,3,4,3,6,1.4000000000000001,0.18,2.3000000000000003,2,94.53,2.2,N/A
2019,1,3,0,0,0,0,0,6,1.3,0.18,2.9000000000000004,355,94.84,2,N/A
2019,1,3,0,30,0,0,0,6,1.3,0.18,3.1,178,95.52,1.9000000000000001,N/A
2019,1,3,1,0,0,0,0,6,1.1,0.18,3.3000000000000003,1,94.9,1.8,N/A
2019,1,3,1,30,0,0,0,6,1.1,0.18,3.2,5,94.9,1.8,N/A
2019,1,3,2,0,0,0,0,6,0.9,0.18,3.2,10,94.3,1.7000000000000002,N/A
2019,1,3,2,30,0,0,0,6,0.9,0.18,3,15,94.3,1.7000000000000002,N/A
2019,1,3,3,0,0,0,0,7,0.8,0.18,2.8000000000000003,21,93.73,1.7000000000000002,N/A
2019,1,3,3,30,0,0,0,7,0.8,0.18,2.5,23,93.73,1.7000000000000002,N/A
2019,1,3,4,0,0,0,0,7,0.8,0.18,2.3000000000000003,25,93.84,1.7000000000000002,N/A
2019,1,3,4,30,0,0,0,7,0.8,0.18,2.2,27,93.74,1.7000000000000002,N/A
2019,1,3,5,0,0,0,0,7,0.9,0.18,2,28,94.29,1.7000000000000002,N/A
2019,1,3,5,30,0,0,0,7,0.9,0.18,2,28,94.29,1.7000000000000002,N/A
2019,1,3,6,0,0,0,0,7,1,0.18,2,28,94.33,1.8,N/A
2019,1,3,6,30,0,0,0,3,1,0.18,1.9000000000000001,26,94.33,1.8,N/A
2019,1,3,7,0,0,0,0,7,1.1,0.18,1.8,23,94.46000000000001,1.9000000000000001,N/A
2019,1,3,7,30,0,0,0,7,1.1,0.18,1.8,17,94.46000000000001,1.9000000000000001,N/A
2019,1,3,8,0,0,0,0,7,1.2000000000000002,0.18,1.9000000000000001,11,94.94,1.9000000000000001,N/A
2019,1,3,8,30,0,0,0,7,1.2000000000000002,0.18,2,7,94.94,1.9000000000000001,N/A
2019,1,3,9,0,0,0,0,7,1.2000000000000002,0.18,2,4,95.28,1.9000000000000001,N/A
2019,1,3,9,30,0,0,0,7,1.2000000000000002,0.18,2.2,3,95.18,1.9000000000000001,N/A
2019,1,3,10,0,0,0,0,7,1.3,0.18,2.3000000000000003,3,95.60000000000001,1.9000000000000001,N/A
2019,1,3,10,30,0,0,0,4,1.3,0.18,2.4000000000000004,179,95.51,1.9000000000000001,N/A
2019,1,3,11,0,0,0,0,7,1.3,0.18,2.5,356,95.73,1.9000000000000001,N/A
2019,1,3,11,30,0,0,0,7,1.3,0.18,2.5,348,95.73,1.9000000000000001,N/A
2019,1,3,12,0,0,0,0,7,1.3,0.18,2.5,340,95.71000000000001,1.9000000000000001,N/A
2019,1,3,12,30,0,0,0,7,1.3,0.18,2.4000000000000004,342,95.71000000000001,1.9000000000000001,N/A
2019,1,3,13,0,0,0,0,4,1.2000000000000002,0.18,2.3000000000000003,344,95.53,1.8,N/A
2019,1,3,13,30,2,8,2,4,1.2000000000000002,0.18,2.4000000000000004,347,95.53,1.8,N/A
2019,1,3,14,0,7,0,7,4,1.1,0.18,2.5,350,94.67,1.9000000000000001,N/A
2019,1,3,14,30,17,0,17,4,1.1,0.18,2.4000000000000004,175,94,2,N/A
2019,1,3,15,0,30,0,30,4,1.3,0.18,2.4000000000000004,1,94.32000000000001,2.1,N/A
2019,1,3,15,30,40,0,40,7,1.3,0.18,2.2,180,92.99,2.3000000000000003,N/A
2019,1,3,16,0,32,0,32,4,1.6,0.18,2,359,93.67,2.5,N/A
2019,1,3,16,30,67,0,67,4,1.6,0.18,2,354,90.96000000000001,2.9000000000000004,N/A
2019,1,3,17,0,91,0,91,4,2,0.18,2,350,90.67,3.4000000000000004,N/A
2019,1,3,17,30,71,0,71,4,2,0.18,2,337,88.16,3.8000000000000003,N/A
2019,1,3,18,0,116,0,116,4,2.4000000000000004,0.18,2.1,324,88.19,4.2,N/A
2019,1,3,18,30,180,8,185,4,2.4000000000000004,0.18,2.2,314,86.96000000000001,4.4,N/A
2019,1,3,19,0,210,35,230,4,2.5,0.18,2.4000000000000004,303,86.46000000000001,4.6000000000000005,N/A
2019,1,3,19,30,125,0,125,4,2.5,0.18,2.6,298,86.46000000000001,4.6000000000000005,N/A
2019,1,3,20,0,106,0,106,4,2.4000000000000004,0.18,2.8000000000000003,294,85.54,4.6000000000000005,N/A
2019,1,3,20,30,119,0,119,4,2.4000000000000004,0.18,2.9000000000000004,293,86.14,4.5,N/A
2019,1,3,21,0,96,1,96,4,2.1,0.18,3,292,85.22,4.4,N/A
2019,1,3,21,30,66,0,66,4,2.1,0.18,2.9000000000000004,293,86.42,4.2,N/A
2019,1,3,22,0,39,0,39,4,2,0.18,2.8000000000000003,294,86.59,4,N/A
2019,1,3,22,30,22,0,22,4,2,0.18,2.6,294,89.68,3.5,N/A
2019,1,3,23,0,10,0,10,4,1.6,0.18,2.4000000000000004,295,90.91,2.9000000000000004,N/A
2019,1,3,23,30,2,2,2,4,1.6,0.18,2.4000000000000004,295,90.91,2.9000000000000004,N/A
2019,1,4,0,0,0,0,0,4,0.8,0.18,2.4000000000000004,295,92.45,1.9000000000000001,N/A
2019,1,4,0,30,0,0,0,4,0.8,0.18,2.4000000000000004,295,95.82000000000001,1.4000000000000001,N/A
2019,1,4,1,0,0,0,0,4,0,0.18,2.4000000000000004,296,93.94,0.9,N/A
2019,1,4,1,30,0,0,0,4,0,0.18,2.4000000000000004,294,96.68,0.5,N/A
2019,1,4,2,0,0,0,0,4,-0.5,0.18,2.5,293,95.23,0.2,N/A
2019,1,4,2,30,0,0,0,4,-0.5,0.18,2.5,290,95.83,0.1,N/A
2019,1,4,3,0,0,0,0,4,-0.8,0.18,2.5,287,95.27,-0.1,N/A
2019,1,4,3,30,0,0,0,4,-0.8,0.18,2.5,285,95.96000000000001,-0.2,N/A
2019,1,4,4,0,0,0,0,4,-1,0.18,2.6,282,95.77,-0.4,N/A
2019,1,4,4,30,0,0,0,4,-1,0.18,2.6,282,96.47,-0.5,N/A
2019,1,4,5,0,0,0,0,4,-1.2000000000000002,0.18,2.6,281,95.98,-0.6000000000000001,N/A
2019,1,4,5,30,0,0,0,4,-1.2000000000000002,0.18,2.7,282,96.68,-0.7000000000000001,N/A
2019,1,4,6,0,0,0,0,4,-1.3,0.18,2.8000000000000003,282,96.13,-0.8,N/A
2019,1,4,6,30,0,0,0,4,-1.3,0.18,2.9000000000000004,282,96.84,-0.9,N/A
2019,1,4,7,0,0,0,0,4,-1.5,0.18,3,283,96.35000000000001,-1,N/A
2019,1,4,7,30,0,0,0,4,-1.5,0.18,3.1,284,97.06,-1.1,N/A
2019,1,4,8,0,0,0,0,4,-1.7000000000000002,0.18,3.2,285,96.68,-1.2000000000000002,N/A
2019,1,4,8,30,0,0,0,4,-1.7000000000000002,0.18,3.2,286,96.68,-1.2000000000000002,N/A
2019,1,4,9,0,0,0,0,4,-1.8,0.18,3.2,286,96.43,-1.3,N/A
2019,1,4,9,30,0,0,0,4,-1.8,0.18,3.1,286,96.43,-1.3,N/A
2019,1,4,10,0,0,0,0,4,-1.9000000000000001,0.18,2.9000000000000004,286,95.71000000000001,-1.3,N/A
2019,1,4,10,30,0,0,0,4,-1.9000000000000001,0.18,3,288,94.32000000000001,-1.1,N/A
2019,1,4,11,0,0,0,0,4,-1.7000000000000002,0.18,3,289,93.92,-0.8,N/A
2019,1,4,11,30,0,0,0,4,-1.7000000000000002,0.18,3.5,292,90.56,-0.30000000000000004,N/A
2019,1,4,12,0,0,0,0,4,-1.1,0.18,3.9000000000000004,295,91.24,0.2,N/A
2019,1,4,12,30,0,0,0,0,-1.1,0.18,3.9000000000000004,295,90.59,0.30000000000000004,N/A
2019,1,4,13,0,0,0,0,2,-0.9,0.18,3.9000000000000004,295,90.83,0.4,N/A
2019,1,4,13,30,7,59,6,0,-0.9,0.18,3.9000000000000004,294,86.98,1,N/A
2019,1,4,14,0,23,273,46,0,-0.2,0.18,4,294,87.52,1.6,N/A
2019,1,4,14,30,43,580,144,0,-0.2,0.18,3.8000000000000003,294,81.51,2.6,N/A
2019,1,4,15,0,51,707,234,0,0.8,0.18,3.5,295,81.78,3.6,N/A
2019,1,4,15,30,57,787,321,0,0.8,0.18,3.6,298,74.16,5,N/A
2019,1,4,16,0,61,843,400,0,1.6,0.18,3.7,301,71.73,6.300000000000001,N/A
2019,1,4,16,30,64,882,469,0,1.6,0.18,3.6,302,66.52,7.4,N/A
2019,1,4,17,0,66,909,525,0,2.4000000000000004,0.18,3.5,303,64.83,8.6,N/A
2019,1,4,17,30,68,926,567,0,2.3000000000000003,0.18,3.5,301,60.96,9.5,N/A
2019,1,4,18,0,70,934,593,0,3.1,0.18,3.4000000000000004,300,60.730000000000004,10.4,N/A
2019,1,4,18,30,70,938,602,0,3.1,0.18,3.3000000000000003,298,57.97,11.100000000000001,N/A
2019,1,4,19,0,70,939,597,0,4.1000000000000005,0.18,3.3000000000000003,295,59.160000000000004,11.8,N/A
2019,1,4,19,30,68,933,574,0,4.1000000000000005,0.18,3.1,291,57.620000000000005,12.200000000000001,N/A
2019,1,4,20,0,66,919,536,0,4.9,0.18,3,287,59.52,12.600000000000001,N/A
2019,1,4,20,30,66,891,482,0,4.9,0.18,2.8000000000000003,284,59.13,12.700000000000001,N/A
2019,1,4,21,0,65,850,415,0,5.6000000000000005,0.18,2.5,281,62.120000000000005,12.700000000000001,N/A
2019,1,4,21,30,60,807,339,0,5.6000000000000005,0.18,1.8,279,65.03,12,N/A
2019,1,4,22,0,53,740,253,0,7.6000000000000005,0.18,1.2000000000000002,277,77.97,11.3,N/A
2019,1,4,22,30,43,636,162,0,7.6000000000000005,0.18,1.2000000000000002,275,83.4,10.3,N/A
2019,1,4,23,0,30,460,75,0,4.3,0.18,1.2000000000000002,273,70.79,9.3,N/A
2019,1,4,23,30,10,117,11,0,4.3,0.18,1.2000000000000002,273,70.79,9.3,N/A
2019,1,5,0,0,0,0,0,0,3.3000000000000003,0.18,1.1,265,66.08,9.3,N/A
2019,1,5,0,30,0,0,0,0,3.3000000000000003,0.18,1.1,257,66.97,9.1,N/A
2019,1,5,1,0,0,0,0,0,3,0.18,1.1,248,65.92,9,N/A
2019,1,5,1,30,0,0,0,0,3,0.18,1.2000000000000002,239,68.18,8.5,N/A
2019,1,5,2,0,0,0,0,0,2.8000000000000003,0.18,1.3,229,69.19,8.1,N/A
2019,1,5,2,30,0,0,0,0,2.8000000000000003,0.18,1.4000000000000001,225,73.06,7.300000000000001,N/A
2019,1,5,3,0,0,0,0,0,2.8000000000000003,0.18,1.5,222,76.76,6.6000000000000005,N/A
2019,1,5,3,30,0,0,0,0,2.8000000000000003,0.18,1.5,221,80.55,5.9,N/A
2019,1,5,4,0,0,0,0,0,2.9000000000000004,0.18,1.5,221,85.34,5.2,N/A
2019,1,5,4,30,0,0,0,0,2.9000000000000004,0.18,1.5,222,87.74,4.800000000000001,N/A
2019,1,5,5,0,0,0,0,0,3,0.18,1.5,223,90.76,4.4,N/A
2019,1,5,5,30,0,0,0,0,3,0.18,1.5,225,93.33,4,N/A
2019,1,5,6,0,0,0,0,0,2.9000000000000004,0.18,1.5,227,94.62,3.7,N/A
2019,1,5,6,30,0,0,0,0,2.9000000000000004,0.18,1.5,229,95.96000000000001,3.5,N/A
2019,1,5,7,0,0,0,0,0,2.6,0.18,1.5,231,95.84,3.2,N/A
2019,1,5,7,30,0,0,0,0,2.6,0.18,1.4000000000000001,233,97.21000000000001,3,N/A
2019,1,5,8,0,0,0,0,0,2.2,0.18,1.4000000000000001,235,94.83,2.9000000000000004,N/A
2019,1,5,8,30,0,0,0,0,2.2,0.18,1.4000000000000001,238,95.5,2.8000000000000003,N/A
2019,1,5,9,0,0,0,0,0,1.7000000000000002,0.18,1.4000000000000001,241,93.32000000000001,2.7,N/A
2019,1,5,9,30,0,0,0,0,1.7000000000000002,0.18,1.4000000000000001,245,93.32000000000001,2.7,N/A
2019,1,5,10,0,0,0,0,0,1.4000000000000001,0.18,1.3,250,90.42,2.8000000000000003,N/A
2019,1,5,10,30,0,0,0,0,1.4000000000000001,0.18,1.3,255,91.07000000000001,2.7,N/A
2019,1,5,11,0,0,0,0,0,1.2000000000000002,0.18,1.3,261,89.53,2.7,N/A
2019,1,5,11,30,0,0,0,0,1.2000000000000002,0.18,1.3,267,90.17,2.6,N/A
2019,1,5,12,0,0,0,0,0,1,0.18,1.2000000000000002,274,89.79,2.5,N/A
2019,1,5,12,30,0,0,0,0,1,0.18,1.2000000000000002,279,90.52,2.4000000000000004,N/A
2019,1,5,13,0,0,0,0,0,1,0.18,1.2000000000000002,284,90.49,2.4000000000000004,N/A
2019,1,5,13,30,7,65,6,0,1,0.18,1.3,288,82.55,3.7,N/A
2019,1,5,14,0,29,256,50,0,2.9000000000000004,0.18,1.4000000000000001,291,85.46000000000001,5.1000000000000005,N/A
2019,1,5,14,30,45,571,144,0,2.9000000000000004,0.18,1.4000000000000001,293,78.65,6.300000000000001,N/A
2019,1,5,15,0,48,755,243,0,3.6,0.18,1.5,294,75.85000000000001,7.6000000000000005,N/A
2019,1,5,15,30,54,829,332,0,3.6,0.18,1.1,278,69.93,8.8,N/A
2019,1,5,16,0,59,879,413,0,5.2,0.18,0.7000000000000001,263,71.63,10.100000000000001,N/A
2019,1,5,16,30,62,913,482,0,5.2,0.18,0.9,227,64.43,11.700000000000001,N/A
2019,1,5,17,0,65,937,539,0,5.9,0.18,1,191,61.01,13.3,N/A
2019,1,5,17,30,68,949,580,0,5.9,0.18,1.4000000000000001,188,56.76,14.4,N/A
2019,1,5,18,0,71,954,606,0,6.1000000000000005,0.18,1.7000000000000002,184,53.63,15.5,N/A
2019,1,5,18,30,72,957,616,0,6.1000000000000005,0.18,1.9000000000000001,183,51.29,16.2,N/A
2019,1,5,19,0,72,955,610,0,7.5,0.18,2.2,182,53.980000000000004,16.900000000000002,N/A
2019,1,5,19,30,70,947,586,0,7.5,0.18,2.3000000000000003,184,52.64,17.3,N/A
2019,1,5,20,0,69,933,548,0,8.200000000000001,0.18,2.4000000000000004,186,53.7,17.7,N/A
2019,1,5,20,30,68,905,493,0,8.200000000000001,0.18,2.2,186,54.04,17.6,N/A
2019,1,5,21,0,67,865,425,0,9.8,0.18,2,187,60.46,17.5,N/A
2019,1,5,21,30,62,816,346,0,9.8,0.18,1.7000000000000002,185,65.23,16.3,N/A
2019,1,5,22,0,55,743,258,0,11.100000000000001,0.18,1.3,182,77.18,15.100000000000001,N/A
2019,1,5,22,30,46,633,166,0,11.100000000000001,0.18,1.4000000000000001,180,87.35000000000001,13.200000000000001,N/A
2019,1,5,23,0,32,448,77,0,7.7,0.18,1.6,177,78.56,11.3,N/A
2019,1,5,23,30,11,111,12,0,7.7,0.18,1.6,177,78.56,11.3,N/A
2019,1,6,0,0,0,0,0,0,6.9,0.18,1.7000000000000002,176,79.85000000000001,10.200000000000001,N/A
2019,1,6,0,30,0,0,0,0,6.9,0.18,1.8,177,81.46000000000001,9.9,N/A
2019,1,6,1,0,0,0,0,0,6.6000000000000005,0.18,1.9000000000000001,177,82.11,9.5,N/A
2019,1,6,1,30,0,0,0,0,6.6000000000000005,0.18,2,179,83.22,9.3,N/A
2019,1,6,2,0,0,0,0,0,6.4,0.18,2.1,181,83.05,9.1,N/A
2019,1,6,2,30,0,0,0,0,6.4,0.18,2.3000000000000003,184,84.18,8.9,N/A
