DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%]
2/2/2021,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/3/2021,16,368.7782,415.3768,136.7335,58.8695,98.1204,2.2288,-99999,-99999
2/3/2021,17,249.3693,352.6683,106.9191,22.5251,46.8745,1.1985,-99999,-99999
2/3/2021,18,113.0755,262.0966,56.3596,1.7885,6.0373,0.4725,-99999,-99999
2/3/2021,19,2.9099,6.5500,2.2853,0.2237,0.3811,0.1641,-99999,-99999
2/3/2021,20,-1.6892,-0.3820,-2.4807,0.0000,0.0000,0.0000,-99999,-99999
2/3/2021,21,-1.6895,-0.3821,-2.4812,0.0000,0.0000,0.0000,-99999,-99999
2/3/2021,22,-1.6898,-0.3822,-2.4816,0.0000,0.0000,0.0000,-99999,-99999
2/3/2021,23,-1.6899,-0.3822,-2.4818,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,0,-1.6901,-0.3823,-2.4819,0.0000,0.0000,0.0008,-99999,-99999
2/4/2021,1,-1.6902,-0.3823,-2.4822,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,2,-1.6902,-0.3823,-2.4821,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,3,-1.6902,-0.3823,-2.4822,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,4,-1.6902,-0.3823,-2.4822,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,5,-1.6902,-0.3823,-2.4822,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,6,-1.6903,-0.3823,-2.4744,0.0000,0.0000,0.0116,-99999,-99999
2/4/2021,7,-1.6769,-0.3823,-2.4281,0.0077,0.0000,0.0285,-99999,-99999
2/4/2021,8,32.6326,108.5094,21.6832,0.5196,1.6324,0.3075,-99999,-99999
2/4/2021,9,212.0657,421.5484,85.6807,2.8755,6.0805,0.6591,-99999,-99999
2/4/2021,10,414.5070,583.0176,103.2922,2.4300,4.5278,0.3516,-99999,-99999
2/4/2021,11,571.6872,705.3057,108.8213,1.9854,3.0690,0.2501,-99999,-99999
2/4/2021,12,687.1796,785.2887,115.7742,1.1021,1.5880,0.2100,-99999,-99999
2/4/2021,13,742.0760,832.4532,112.2092,0.8570,1.1553,0.2441,-99999,-99999
2/4/2021,14,727.4894,834.5710,104.5963,0.9183,1.3549,0.1492,-99999,-99999
2/4/2021,15,641.9751,780.3387,99.0259,0.9978,1.2043,0.1452,-99999,-99999
2/4/2021,16,507.4455,688.3579,86.7000,0.9725,1.0571,0.1916,-99999,-99999
2/4/2021,17,324.1189,543.4671,71.5336,1.0076,1.0345,0.1539,-99999,-99999
2/4/2021,18,110.3815,258.8580,47.2626,1.0786,2.6811,0.3342,-99999,-99999
2/4/2021,19,2.4492,5.6422,2.0191,0.1565,0.3450,0.1870,-99999,-99999
2/4/2021,20,-1.9143,-0.3818,-2.4823,0.1692,0.0000,0.0089,-99999,-99999
2/4/2021,21,-1.6888,-0.3820,-2.4802,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,22,-1.6892,-0.3821,-2.4808,0.0000,0.0000,0.0000,-99999,-99999
2/4/2021,23,-1.6895,-0.3821,-2.4812,0.0000,0.0000,0.0000,-99999,-99999
2/5/2021,0,-1.6896,-0.3822,-2.4814,0.0000,0.0000,0.0000,-99999,-99999
2/5/2021,1,-1.6898,-0.3822,-2.4817,0.0000,0.0000,0.0000,-99999,-99999
2/5/2021,2,-1.6899,-0.3822,-2.4758,0.0000,0.0000,0.0143,-99999,-99999
2/5/2021,3,-1.6805,-0.3822,-2.4447,0.0147,0.0000,0.0483,-99999,-99999
2/5/2021,4,-1.2962,-0.3813,-1.9790,0.0518,0.0063,0.0931,-99999,-99999
2/5/2021,5,-0.8867,-0.1755,-1.3422,0.0745,0.1383,0.1144,-99999,-99999
2/5/2021,6,-0.5332,-0.0193,-1.0678,0.1416,0.1129,0.0112,-99999,-99999
2/5/2021,7,-0.7471,-0.1235,-1.0678,0.1205,0.1599,0.0124,-99999,-99999
2/5/2021,8,13.2485,-0.2496,14.0694,0.2882,0.0750,0.3134,-99999,-99999
2/5/2021,9,67.7035,0.3822,73.9057,0.8807,0.0000,0.9587,-99999,-99999
2/5/2021,10,62.4555,0.1951,68.1930,1.9282,0.0235,2.1302,-99999,-99999
2/5/2021,11,171.2612,0.4932,187.6139,1.9454,0.0681,2.1270,-99999,-99999
2/5/2021,12,442.2460,18.1934,466.9870,10.6188,8.0474,6.4997,-99999,-99999
2/5/2021,13,371.0615,3.8584,401.8558,4.9492,0.7677,4.8021,-99999,-99999
2/5/2021,14,544.0906,117.7609,496.3852,15.0526,16.8298,4.8415,-99999,-99999
2/5/2021,15,458.0591,163.6806,378.4037,17.7173,24.6549,3.8810,-99999,-99999
2/5/2021,16,478.4914,512.8412,191.5016,10.3813,18.0155,1.6196,-99999,-99999
2/5/2021,17,257.6702,304.4949,139.0109,5.5771,10.9717,0.7596,-99999,-99999
2/5/2021,18,94.4447,134.5267,66.1904,2.3514,6.9840,0.5609,-99999,-99999
2/5/2021,19,2.6376,0.7508,2.4336,0.1243,0.1426,0.1852,-99999,-99999
2/5/2021,20,-0.9974,-0.0320,-1.2259,0.0343,0.1354,0.1241,-99999,-99999
2/5/2021,21,-0.8440,-0.0541,-1.1067,0.0988,0.1318,0.0705,-99999,-99999
2/5/2021,22,-0.8190,-0.0327,-1.1272,0.1226,0.0958,0.1079,-99999,-99999
2/5/2021,23,-0.7480,-0.0171,-1.1046,0.1181,0.0711,0.0785,-99999,-99999
2/6/2021,0,-0.7986,-0.0174,-1.1427,0.1070,0.0771,0.1149,-99999,-99999
2/6/2021,1,-0.6965,-0.0105,-1.2424,0.1170,0.0555,0.1466,-99999,-99999
2/6/2021,2,-0.9395,-0.1478,-1.4817,0.0750,0.1242,0.1539,-99999,-99999
2/6/2021,3,-0.8405,-0.1217,-1.2785,0.1007,0.1057,0.1354,-99999,-99999
2/6/2021,4,-0.8308,-0.0180,-1.3197,0.1047,0.0847,0.1735,-99999,-99999
2/6/2021,5,-0.7168,-0.0212,-1.3339,0.1127,0.0742,0.1728,-99999,-99999
2/6/2021,6,-0.8137,0.0037,-1.3200,0.1343,0.0382,0.1736,-99999,-99999
2/6/2021,7,-0.6200,0.0219,-1.1214,0.1307,0.0732,0.0855,-99999,-99999
2/6/2021,8,5.3040,0.1448,5.2624,0.1352,0.1496,0.1736,-99999,-99999
2/6/2021,9,42.6650,0.3739,46.3714,0.4916,0.0236,0.5409,-99999,-99999
2/6/2021,10,63.2120,0.3774,69.0174,0.6774,0.0196,0.7449,-99999,-99999
2/6/2021,11,106.7748,0.3821,116.9428,1.8018,0.0012,1.9840,-99999,-99999
2/6/2021,12,133.1183,0.3821,145.6751,2.9285,0.0016,3.2280,-99999,-99999
2/6/2021,13,160.9355,0.3641,176.1663,6.0598,0.0165,6.6427,-99999,-99999
2/6/2021,14,227.2412,0.4157,248.2103,4.5046,0.0402,4.9367,-99999,-99999
2/6/2021,15,414.7897,202.8074,302.0013,44.6200,60.5259,8.7553,-99999,-99999
2/6/2021,16,519.8397,608.7803,173.0508,40.2374,64.6623,4.3278,-99999,-99999
2/6/2021,17,341.7244,616.4065,68.3767,1.1564,1.6525,0.2483,-99999,-99999
2/6/2021,18,128.0281,378.9061,40.4414,1.0947,2.3258,0.2409,-99999,-99999
2/6/2021,19,3.5833,24.7962,1.8845,0.1903,0.8668,0.1398,-99999,-99999
2/6/2021,20,-2.3394,-0.3821,-2.7967,0.0190,0.0000,0.0524,-99999,-99999
2/6/2021,21,-2.1449,-0.3822,-2.6249,0.1214,0.0000,0.1194,-99999,-99999
2/6/2021,22,-2.2168,-0.4097,-2.6127,0.0965,0.0311,0.0981,-99999,-99999
2/6/2021,23,-1.7539,-0.4740,-2.5087,0.0304,0.1026,0.0194,-99999,-99999
2/7/2021,0,-1.7723,-0.4970,-2.4833,0.0670,0.0805,0.0441,-99999,-99999
2/7/2021,1,-1.8474,-0.3825,-2.4618,0.0646,0.0000,0.0464,-99999,-99999
2/7/2021,2,-1.6623,-0.3825,-2.3538,0.0323,0.0000,0.1082,-99999,-99999
2/7/2021,3,-1.5403,-0.3826,-2.1647,0.0520,0.0000,0.1198,-99999,-99999
2/7/2021,4,-1.6345,-0.3826,-2.1960,0.0720,0.0000,0.1680,-99999,-99999
2/7/2021,5,-1.6546,-0.3826,-2.2224,0.0490,0.0000,0.1679,-99999,-99999
2/7/2021,6,-1.6906,-0.3826,-2.2587,0.0051,0.0000,0.1677,-99999,-99999
2/7/2021,7,-1.6426,-0.3826,-2.1783,0.0110,0.0000,0.1475,-99999,-99999
2/7/2021,8,36.4664,121.5982,20.4568,0.5588,1.5514,0.2763,-99999,-99999
2/7/2021,9,225.8561,450.0403,65.9125,1.0818,1.3094,0.1938,-99999,-99999
2/7/2021,10,427.6246,630.4772,88.7093,0.8734,0.9736,0.1364,-99999,-99999
2/7/2021,11,578.0673,748.1106,101.9939,0.9244,1.3329,0.1488,-99999,-99999
2/7/2021,12,689.8151,828.8808,106.5502,1.6952,2.3621,0.2277,-99999,-99999
2/7/2021,13,745.7245,868.1126,107.4047,2.3895,3.2959,0.2167,-99999,-99999
2/7/2021,14,673.1442,705.7431,166.4571,23.2714,30.8628,2.3941,-99999,-99999
2/7/2021,15,674.1006,775.0194,162.4869,10.5161,15.2660,1.0915,-99999,-99999
2/7/2021,16,434.6487,423.2560,194.0705,11.9597,19.6894,1.2596,-99999,-99999
2/7/2021,17,295.9336,331.7317,164.9701,9.8234,20.3483,1.2258,-99999,-99999
2/7/2021,18,106.2172,201.5387,51.6737,2.3151,7.6329,0.3988,-99999,-99999
2/7/2021,19,2.6639,0.4971,2.5443,0.1879,0.1318,0.1533,-99999,-99999
2/7/2021,20,-1.7060,-0.3821,-2.4808,0.0187,0.0000,0.0000,-99999,-99999
2/7/2021,21,-1.6897,-0.3822,-2.4785,0.0000,0.0000,0.0122,-99999,-99999
2/7/2021,22,-1.6900,-0.3822,-2.4818,0.0000,0.0000,0.0000,-99999,-99999
2/7/2021,23,-1.6902,-0.3823,-2.4782,0.0000,0.0000,0.0134,-99999,-99999
2/8/2021,0,-1.6364,-0.3823,-2.3447,0.0616,0.0000,0.1365,-99999,-99999
2/8/2021,1,-1.6893,-0.3823,-2.4700,0.0023,0.0000,0.0253,-99999,-99999
2/8/2021,2,-1.5685,-0.3823,-2.1782,0.0570,0.0000,0.1568,-99999,-99999
2/8/2021,3,-1.4765,-0.3818,-2.0531,0.0680,0.0031,0.1208,-99999,-99999
2/8/2021,4,-1.2305,-0.3784,-1.8557,0.0608,0.0109,0.0799,-99999,-99999
2/8/2021,5,-1.2187,-0.3750,-1.9006,0.0364,0.0195,0.0589,-99999,-99999
2/8/2021,6,-1.2607,-0.3753,-1.7797,0.0526,0.0256,0.1047,-99999,-99999
2/8/2021,7,-1.0801,-0.3011,-1.5762,0.0376,0.0822,0.1073,-99999,-99999
2/8/2021,8,13.4821,0.0049,14.3760,0.7235,0.1028,0.7818,-99999,-99999
2/8/2021,9,69.5924,1.6229,75.4330,2.5985,0.9103,2.5673,-99999,-99999
2/8/2021,10,148.1343,1.3830,161.4380,6.4607,0.8484,6.7480,-99999,-99999
2/8/2021,11,194.6477,12.7233,202.9790,15.0340,10.7512,10.3276,-99999,-99999
2/8/2021,12,529.5301,166.7628,441.2370,61.4827,70.2664,16.4508,-99999,-99999
2/8/2021,13,423.6498,74.7835,398.1465,32.6891,33.3636,10.2470,-99999,-99999
2/8/2021,14,455.5032,93.2156,418.9700,49.6815,55.8761,11.8279,-99999,-99999
2/8/2021,15,418.5459,147.7093,345.8215,36.4922,44.8599,9.9449,-99999,-99999
2/8/2021,16,347.1008,150.9777,280.4509,28.6522,39.8230,7.1937,-99999,-99999
2/8/2021,17,197.9478,98.9883,160.7504,12.4356,21.2319,2.9127,26.6153,62.6200
2/8/2021,18,58.8003,34.8034,54.5331,2.9704,6.4818,1.9925,26.2997,63.1624
2/8/2021,19,3.9165,1.0629,3.7269,0.3161,0.3661,0.3623,25.4203,67.1938
2/8/2021,20,-1.6885,-0.3819,-2.4797,0.0000,0.0000,0.0000,23.6561,75.7694
2/8/2021,21,-1.6887,-0.3820,-2.4799,0.0000,0.0000,0.0016,23.1087,78.0013
2/8/2021,22,-1.6827,-0.3820,-2.3235,0.0217,0.0000,0.1905,21.7980,84.5800
2/8/2021,23,-1.6844,-0.3821,-2.3465,0.0143,0.0000,0.1699,21.2037,89.9921
2/9/2021,0,-1.5598,-0.3821,-2.2290,0.0544,0.0000,0.1649,20.7050,94.4800
2/9/2021,1,-1.0597,-0.3052,-1.7192,0.0793,0.0535,0.1066,20.4385,96.8926
2/9/2021,2,-0.6409,-0.0392,-1.3231,0.2070,0.1214,0.2114,20.2480,99.1600
2/9/2021,3,-0.5175,0.0334,-1.1973,0.1700,0.1448,0.1695,20.3117,99.6167
2/9/2021,11,379.4605,88.6441,349.3609,37.9376,45.1583,12.4163,22.2340,90.8271
2/9/2021,12,346.3273,57.0650,332.5215,20.2292,22.5815,5.8289,23.5887,81.3850
2/9/2021,13,484.7718,129.7048,418.0164,55.3193,65.1388,8.1763,24.6220,76.8250
2/9/2021,14,550.0216,245.7488,397.7229,63.0918,78.8036,6.4463,25.7127,71.7930
2/9/2021,15,406.3205,206.3827,292.4934,45.3186,62.5238,4.9160,26.9870,64.5437
2/9/2021,16,496.1407,396.6457,280.6698,20.2004,32.7388,2.2732,28.0913,58.3773
2/9/2021,17,291.3723,272.8090,173.7843,10.1914,21.1019,1.2923,27.2500,65.5493
2/9/2021,18,86.4408,70.6018,71.3496,2.0567,5.5743,0.5685,25.7290,73.9705
2/9/2021,19,3.5867,0.8922,3.4120,0.1750,0.1085,0.1959,24.0180,82.2428
2/9/2021,20,-1.6840,-0.3819,-2.3879,0.0047,0.0000,0.0840,22.6787,89.4867
2/9/2021,21,-1.3551,-0.3604,-2.0851,0.0154,0.0511,0.0251,22.0597,93.0833
2/9/2021,22,-1.2098,-0.3039,-1.8507,0.0291,0.0804,0.1164,21.5263,95.8917
2/9/2021,23,-0.9949,-0.2237,-1.6019,0.0304,0.1645,0.1552,21.6837,95.6400
2/10/2021,0,-1.0071,-0.2647,-1.7001,0.0150,0.1344,0.0769,21.6520,96.8067
2/10/2021,1,-1.1813,-0.3006,-1.8243,0.0322,0.1016,0.1146,21.7260,97.4883
2/10/2021,2,-0.9830,-0.2027,-1.5748,0.0446,0.1637,0.1587,21.8027,98.0483
2/10/2021,3,-1.0529,-0.3479,-1.7263,0.0380,0.0638,0.0811,22.0037,97.2183
2/10/2021,4,-1.3752,-0.3498,-2.0096,0.0620,0.0469,0.1464,21.8920,97.5467
2/10/2021,5,-0.9536,-0.2726,-1.5707,0.0665,0.1228,0.1259,21.7010,98.1733
2/10/2021,6,-0.8920,-0.1055,-1.1798,0.1075,0.1395,0.0527,21.9000,97.0683
2/10/2021,7,-0.9584,-0.2171,-1.2290,0.0205,0.1659,0.1499,21.9120,97.2533
2/10/2021,8,9.5892,-0.0932,10.0798,0.2282,0.1530,0.2505,22.0553,96.6950
2/10/2021,9,53.8597,0.8076,58.4698,1.2612,0.2810,1.3233,22.3227,95.7833
2/10/2021,10,130.4642,0.6119,142.2623,4.8060,0.2172,5.2496,22.9993,93.6683
2/10/2021,11,253.7610,20.0266,261.7999,20.6797,20.2054,9.4425,23.9868,86.3025
2/10/2021,12,332.2864,39.1724,330.2090,37.8935,38.7417,11.8625,25.3418,76.6843
2/10/2021,13,488.8198,146.7102,408.2226,47.4252,52.5424,10.4096,26.4773,70.1962
2/10/2021,14,468.7776,129.1993,402.3836,58.8750,70.0910,8.5073,27.4560,64.1275
2/10/2021,15,310.5661,54.5791,296.9528,34.6038,42.3895,6.1693,27.6048,62.5433
2/10/2021,16,243.5098,32.7949,244.4859,20.6674,28.0733,4.5020,27.6110,61.7697
2/10/2021,17,193.0009,42.0748,189.0666,12.6431,21.8450,2.8589,27.3273,62.5937
2/10/2021,18,74.5581,19.5739,77.1480,3.3423,10.5751,0.8012,26.8782,62.9117
2/10/2021,19,3.6696,0.6642,3.4659,0.1648,0.1334,0.1793,25.7418,67.0188
2/10/2021,20,-1.6900,-0.3819,-2.4796,0.0062,0.0000,0.0000,24.3192,73.9662
2/10/2021,21,-1.6888,-0.3820,-2.4775,0.0000,0.0000,0.0104,22.9645,83.2868
2/10/2021,22,-1.6001,-0.3820,-2.3167,0.0310,0.0000,0.0461,22.2058,87.1800
2/10/2021,23,-0.9985,-0.3337,-1.6613,0.0168,0.0757,0.0754,22.0098,89.7483
2/11/2021,0,-0.9880,-0.3069,-1.6382,0.0409,0.1102,0.1002,22.4162,89.9600
2/11/2021,1,-1.0188,-0.3281,-1.6999,0.0096,0.0972,0.0738,22.0173,92.2867
2/11/2021,2,-1.0996,-0.2630,-1.6890,0.0203,0.1430,0.1303,21.8863,93.3417
2/11/2021,3,-0.9995,-0.1634,-1.5664,0.0369,0.1472,0.1569,21.5700,95.8533
2/11/2021,4,-1.0673,-0.2785,-1.7070,0.0378,0.1013,0.0828,21.3997,97.2150
2/11/2021,5,-0.9279,-0.2870,-1.6263,0.0460,0.0612,0.0489,21.3395,97.9883
2/11/2021,6,-1.3774,0.1038,-1.4439,0.0650,0.0947,0.1067,16.3903,96.2667
2/11/2021,7,-1.0300,0.0172,-1.2100,0.0188,0.0332,0.0797,13.4483,99.3800
2/11/2021,8,2.0572,0.0187,1.9193,0.1111,0.0454,0.1481,11.1402,99.9467
2/11/2021,9,19.0628,0.0559,20.4776,0.3991,0.0832,0.4422,9.6755,100.0000
2/11/2021,10,54.2928,0.2001,59.0089,1.3501,0.1073,1.4764,9.5105,100.0000
2/11/2021,11,64.1110,0.3647,69.7306,2.0458,0.0245,2.2399,9.8992,99.7117
2/11/2021,12,35.2396,0.2020,38.1643,0.9125,0.0995,0.9979,9.3263,99.4067
2/11/2021,13,60.1390,0.2850,65.4712,1.8971,0.0687,2.0701,8.3965,99.7350
2/11/2021,14,52.9208,0.0564,57.6776,1.7722,0.0801,1.9506,7.5738,99.1683
2/11/2021,15,64.2878,0.0570,69.9821,1.7291,0.0752,1.8912,7.1535,99.3017
2/11/2021,16,51.6208,-0.0000,56.1192,1.5646,0.0046,1.7180,6.8256,99.2567
2/11/2021,17,45.5970,0.0000,49.4780,1.4434,0.0000,1.5919,6.6028,97.6017
2/11/2021,18,13.1568,-0.1026,13.9523,0.3353,0.1235,0.3704,5.9489,97.3917
2/11/2021,19,0.0835,-0.0672,-0.3849,0.0534,0.0989,0.1209,5.2250,96.2483
2/11/2021,20,-1.1595,-0.0247,-1.6817,0.0409,0.0450,0.0982,4.8172,96.0767
2/11/2021,21,-1.2214,0.0000,-1.7990,0.0663,0.0000,0.0673,4.6094,98.2367
2/11/2021,22,-1.0161,0.0000,-1.7126,0.0556,0.0000,0.0732,4.6755,98.0650
2/11/2021,23,-0.9074,-0.0055,-1.5606,0.0504,0.0188,0.1237,4.9220,97.8966
2/12/2021,0,-0.8686,-0.0002,-1.5495,0.0671,0.0012,0.0514,5.0555,97.7817
2/12/2021,1,-1.0588,0.0000,-1.7808,0.0497,0.0000,0.0115,5.1972,99.0700
2/12/2021,2,-0.9367,0.0000,-1.5423,0.0592,0.0000,0.0660,5.0822,98.7350
2/12/2021,3,-0.7275,0.0000,-1.2925,0.0273,0.0000,0.1082,4.9850,98.9117
2/12/2021,4,-0.9199,0.0000,-1.4997,0.0310,0.0000,0.1091,4.8261,99.3200
2/12/2021,5,-1.0157,0.0000,-1.6484,0.0014,0.0000,0.1525,4.6100,99.9583
2/12/2021,6,-0.8940,0.0000,-1.4293,0.0707,0.0000,0.0998,4.4909,99.9800
2/12/2021,7,-0.6472,0.0000,-1.0297,0.0472,0.0000,0.0691,4.0482,99.4883
2/12/2021,8,3.7528,0.0000,3.7000,0.1755,0.0000,0.1794,3.9417,96.5915
2/12/2021,9,16.6868,0.0040,17.9174,0.5159,0.0144,0.5640,3.9140,95.6050
2/12/2021,10,27.1325,0.0309,29.3327,0.4835,0.0775,0.5361,3.8615,96.9183
2/12/2021,11,37.0123,0.0815,40.2413,0.5714,0.1109,0.6381,3.3346,96.1933
2/12/2021,12,71.2822,0.1349,77.7361,1.6032,0.0224,1.7669,3.3306,94.8217
2/12/2021,13,88.5011,0.1990,96.5313,2.0903,0.0898,2.2936,3.3569,97.0583
2/12/2021,14,84.3754,0.3601,91.6067,2.5164,0.0420,2.7563,3.6752,97.9967
2/12/2021,15,75.4049,0.2935,82.2389,2.3017,0.0975,2.5196,4.0455,95.2356
2/12/2021,16,54.1641,0.1537,59.0628,1.1770,0.0947,1.2905,4.2583,94.8633
2/12/2021,17,28.0771,0.0128,30.3767,0.3167,0.0256,0.3509,4.4193,94.5133
2/12/2021,18,10.0041,-0.0004,10.5481,0.2352,0.0023,0.2699,4.2257,95.6883
2/12/2021,19,0.2324,-0.0028,-0.2242,0.0712,0.0101,0.0940,4.4156,97.0000
2/12/2021,20,-0.6838,0.0000,-1.2281,0.0278,0.0000,0.1199,4.5020,96.2800
2/12/2021,21,-0.6896,0.0000,-1.2575,0.0214,0.0000,0.1472,4.3030,96.2367
2/12/2021,22,-0.6774,0.0000,-1.2218,0.0000,0.0000,0.1630,4.1957,94.4767
2/12/2021,23,-0.6804,0.0000,-1.2311,0.0136,0.0000,0.1565,4.4120,92.6317
2/13/2021,0,-0.8232,0.0000,-1.3961,0.0564,0.0000,0.1194,4.2857,93.9650
2/13/2021,1,-0.9834,-0.0002,-1.6690,0.0323,0.0012,0.0593,4.0263,97.5550
2/13/2021,2,-0.6617,-0.0043,-1.0889,0.0259,0.0143,0.0535,3.7027,96.5933
2/13/2021,3,-0.6719,0.0000,-1.1182,0.0127,0.0000,0.0948,3.6137,94.3367
2/13/2021,4,-0.6779,0.0000,-1.1843,0.0055,0.0000,0.1491,3.4447,94.9367
2/13/2021,5,-0.6753,0.0000,-1.1378,0.0060,0.0000,0.1115,3.0943,95.7200
2/13/2021,6,-0.6708,0.0000,-1.0660,0.0244,0.0000,0.0674,2.9030,95.1367
2/13/2021,7,-0.6407,0.0000,-1.0307,0.0325,0.0000,0.0397,2.7709,92.8950
2/13/2021,8,4.7061,0.0000,4.7504,0.1766,0.0000,0.2033,2.6045,93.5567
2/13/2021,9,30.6356,0.0051,33.2609,0.6614,0.0190,0.7269,2.1214,94.8600
2/13/2021,10,46.3124,0.1001,50.4013,1.1887,0.0526,1.3076,1.9753,95.7932
2/13/2021,11,63.9824,0.2948,69.7773,1.6463,0.0984,1.8088,1.9833,96.4000
2/13/2021,12,99.5236,0.3430,109.0805,2.0929,0.0587,2.3018,1.8655,97.0033
2/13/2021,13,136.4142,0.4707,148.8315,4.9475,0.0544,5.4057,2.1348,95.5183
2/13/2021,14,110.7513,0.1999,120.7135,3.7988,0.0904,4.1410,2.1236,96.0517
2/13/2021,15,117.4144,0.1348,128.0434,4.9621,0.0493,5.4261,2.3612,96.8417
2/13/2021,16,102.7108,0.2546,112.0233,3.6330,0.0609,3.9639,2.4267,94.8250
2/13/2021,17,48.7094,0.1230,52.9748,1.8307,0.0553,2.0060,2.5540,91.8933
2/13/2021,18,21.9772,0.0017,23.6701,0.4925,0.0063,0.5421,2.6307,91.8200
2/13/2021,19,0.7812,0.0019,0.3949,0.0673,0.0053,0.1465,2.5603,90.9500
2/13/2021,20,-0.6784,0.0000,-1.2213,0.0041,0.0000,0.1602,2.4559,90.0883
2/13/2021,21,-0.6786,0.0002,-1.2742,0.0039,0.0012,0.1613,2.4217,90.0783
2/13/2021,22,-0.6796,0.0000,-1.2490,0.0083,0.0000,0.1579,2.2934,90.8167
2/13/2021,23,-0.6833,0.0000,-1.2430,0.0137,0.0000,0.1568,2.1709,91.3600
2/14/2021,0,-0.6820,0.0000,-1.2766,0.0139,0.0000,0.1495,2.0909,91.2467
2/14/2021,1,-0.6765,0.0000,-1.2847,0.0034,0.0000,0.1563,1.9626,91.4750
2/14/2021,2,-0.6796,0.0000,-1.2123,0.0053,0.0000,0.1349,1.8559,92.2867
2/14/2021,3,-0.6773,0.0000,-1.1131,0.0020,0.0000,0.0913,1.6526,91.9650
2/14/2021,4,-0.6775,0.0000,-1.1936,0.0030,0.0000,0.1358,1.5518,92.8317
2/14/2021,5,-0.6839,0.0000,-1.2398,0.0134,0.0000,0.1605,1.3925,93.9067
2/14/2021,6,-0.9062,0.0000,-1.3521,0.0442,0.0000,0.0782,1.2984,95.1467
2/14/2021,7,-1.0154,0.0000,-1.4480,0.0573,0.0000,0.1006,1.0501,97.5583
2/14/2021,8,3.0836,0.0000,2.9471,0.1381,0.0000,0.1684,1.0733,97.5767
2/14/2021,9,12.4512,0.0085,13.1852,0.2856,0.0257,0.3172,1.2400,98.5300
2/14/2021,10,52.6691,0.2214,57.5017,1.6127,0.1158,1.7638,1.3175,98.9250
2/14/2021,11,108.9347,0.3803,119.3160,2.4365,0.0095,2.6807,1.8000,98.1667
2/14/2021,12,140.9096,0.3849,154.5726,3.4069,0.0028,3.7520,2.2383,98.0467
2/14/2021,13,111.1657,0.3866,121.4667,2.5265,0.0235,2.7459,2.7117,97.6050
2/14/2021,14,111.8340,0.3653,122.4302,3.3512,0.0371,3.6865,2.7033,98.4567
2/14/2021,15,79.8584,0.1347,87.3909,2.0485,0.0939,2.2383,2.8992,98.0667
2/14/2021,16,58.3400,0.0626,63.6026,1.6810,0.0783,1.8554,2.9119,98.2068
2/14/2021,17,41.9935,0.0777,45.6360,1.7925,0.0894,1.9602,2.8025,97.5833
2/14/2021,18,14.4851,0.0232,15.4072,0.6677,0.0377,0.7356,2.4125,97.4650
2/14/2021,19,0.6068,0.0000,0.1940,0.1568,0.0000,0.1678,1.6450,97.4017
2/14/2021,20,-1.1885,0.0000,-1.8274,0.0487,0.0000,0.0750,0.8492,96.4150
2/14/2021,21,-1.1181,0.0417,-1.7525,0.1020,0.0349,0.0563,0.0773,97.2533
2/14/2021,22,-0.9402,0.3282,-1.5194,0.0641,0.0644,0.0742,-0.5669,96.3917
2/14/2021,23,-1.2586,0.1148,-1.7051,0.0605,0.1061,0.0565,-0.7785,96.0367
2/15/2021,0,-1.0064,0.1506,-1.5222,0.0419,0.0548,0.1130,-1.1142,95.8267
2/15/2021,1,-1.1960,0.1382,-1.6862,0.0620,0.1387,0.0743,-1.0584,95.4883
2/15/2021,2,-1.3454,0.0087,-1.7988,0.0281,0.0187,0.0417,-1.3194,94.2763
2/15/2021,3,-1.3957,0.0000,-2.0983,0.0715,0.0000,0.0710,-1.2000,92.1000
2/15/2021,4,-0.7904,-0.0157,-1.1178,0.0431,0.0552,0.0900,-2.2964,88.3800
2/15/2021,5,-1.3341,-0.0006,-2.0470,0.0221,0.0028,0.0813,-2.5425,89.4900
2/15/2021,6,-1.6862,-0.0666,-2.1747,0.0571,0.0379,0.1057,-3.4165,86.5000
2/15/2021,7,-1.5361,-0.0007,-2.0076,0.0578,0.0040,0.0777,-4.8134,84.2481
2/15/2021,10,272.9692,0.3167,300.2135,45.4857,0.2162,51.5064,-5.7073,80.0118
2/15/2021,14,362.6506,0.4559,396.7786,5.4272,0.1318,6.4540,-1.6214,73.6120
2/17/2021,23,-0.9784,0.0000,-1.4451,0.0836,0.0000,0.1180,5.2734,97.6610
2/18/2021,0,-0.7558,0.0000,-1.3133,0.0979,0.0000,0.1374,5.2493,99.1750
2/18/2021,1,-1.0063,0.0000,-1.4686,0.0171,0.0000,0.0847,5.3517,99.6517
