DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%]
3/6/2021,10,538.6534,3.1751,326.8242,17.8703,0.2692,8.9754,17.5292,58.1883
3/6/2021,11,699.4559,3.1161,254.0030,21.4980,0.2017,7.7933,18.7175,56.1717
3/6/2021,12,584.5141,2.5036,313.5994,80.6235,0.7814,9.6589,19.5350,52.5217
3/6/2021,13,536.9350,3.2412,407.0231,85.8301,0.8789,10.4196,20.3175,48.8633
3/6/2021,14,711.3469,3.9726,357.4635,120.8753,0.9911,7.2696,21.0442,46.3975
3/6/2021,15,499.4673,3.2386,310.7425,82.6511,0.7184,7.3311,21.3903,44.1698
3/6/2021,16,482.5510,3.7310,288.4092,45.8006,0.5025,9.3592,21.5243,43.6070
3/6/2021,17,291.7291,3.7324,225.4436,32.2312,0.3426,7.8891,20.9305,47.0268
3/6/2021,18,148.3759,2.8319,92.7553,3.7185,0.0872,1.2294,19.7997,52.2305
3/6/2021,19,20.1005,0.4326,13.5026,0.4371,0.0313,0.2776,17.9587,56.2233
3/6/2021,20,-1.8568,-0.3827,-2.4847,0.1567,0.0000,0.0000,16.2575,59.9533
3/6/2021,21,-1.7299,-0.3828,-2.4855,0.0649,0.0000,0.0000,14.7900,72.7728
3/6/2021,22,-1.6928,-0.3829,-2.4692,0.0000,0.0000,0.0510,14.0983,77.8922
3/6/2021,23,-1.6929,-0.3829,-2.3865,0.0000,0.0000,0.1511,13.9258,79.8600
3/7/2021,0,-1.6931,-0.3829,-2.4635,0.0000,0.0000,0.0585,13.6025,81.9783
3/7/2021,1,-1.6932,-0.3830,-2.3252,0.0000,0.0000,0.1691,12.8333,84.6483
3/7/2021,2,-1.6934,-0.3830,-2.2674,0.0000,0.0000,0.1528,12.7507,85.2017
3/7/2021,3,-1.6721,-0.3830,-2.1176,0.0403,0.0000,0.1352,11.9950,87.4333
3/7/2021,4,-1.5890,-0.3831,-2.0448,0.0729,0.0000,0.1355,11.1057,90.9067
3/7/2021,5,-1.4273,-0.3831,-1.9150,0.0987,0.0000,0.1667,10.5510,93.0167
3/7/2021,6,-1.4719,-0.3831,-1.8701,0.0300,0.0000,0.0472,9.8563,94.1883
3/7/2021,7,0.6926,-0.3832,0.3393,0.1164,0.0000,0.0928,10.0477,94.0883
3/7/2021,8,90.9811,2.7784,54.4482,0.8741,0.0751,0.4011,10.5735,91.9983
3/7/2021,9,271.2774,4.5416,154.9503,9.9579,0.1279,2.5137,12.6023,85.4900
3/7/2021,10,371.4453,3.7148,306.2807,9.7213,0.1920,5.2315,15.3102,76.4242
3/7/2021,11,421.5799,2.9115,445.6759,11.5592,0.2378,3.2055,18.3213,65.2113
3/7/2021,12,590.5881,4.3885,503.1392,69.5343,0.6257,7.4980,19.9882,58.5602
3/7/2021,13,365.8237,1.4576,395.2860,5.7666,0.1969,3.2343,20.7002,53.1408
3/7/2021,14,415.1650,1.8532,423.5339,15.9169,0.2026,3.3822,21.0865,50.9003
3/7/2021,15,196.9711,0.7280,215.2963,2.1026,0.0873,2.1561,20.9832,52.1153
3/7/2021,16,60.3622,0.3800,65.8522,0.2654,0.0097,0.2909,20.6800,53.6620
3/7/2021,17,52.8257,0.3748,57.4925,0.3653,0.0191,0.3853,20.4223,55.0107
3/7/2021,18,19.2431,0.0950,20.7043,0.2618,0.1526,0.2837,20.2370,55.7972
3/7/2021,19,1.2430,-0.2348,0.9051,0.0688,0.1286,0.0974,19.7480,59.9287
3/7/2021,20,-1.0148,-0.3156,-1.6909,0.0000,0.1360,0.1388,19.0943,67.7473
3/7/2021,21,-1.0150,-0.3480,-1.7423,0.0000,0.0967,0.0750,18.7753,68.8480
3/7/2021,22,-1.0150,-0.3499,-1.7094,0.0000,0.0978,0.1195,18.5540,70.2187
3/7/2021,23,-1.0150,-0.3512,-1.6824,0.0000,0.0963,0.1348,18.3613,71.5300
3/8/2021,0,-1.0150,-0.3310,-1.5989,0.0000,0.1218,0.1729,18.0557,72.6653
3/8/2021,1,-1.0151,-0.3140,-1.7253,0.0000,0.1336,0.0865,17.8380,76.5820
3/8/2021,2,-1.0151,-0.3508,-1.6778,0.0000,0.0891,0.1452,17.3003,80.1017
3/8/2021,3,-1.0152,-0.3791,-1.7559,0.0000,0.0173,0.0340,17.1730,79.1083
3/8/2021,4,-1.0153,-0.3821,-1.7620,0.0000,0.0035,0.0276,16.6517,78.6950
3/8/2021,5,-1.0153,-0.3715,-1.6688,0.0000,0.0409,0.1238,16.3327,79.7113
3/8/2021,6,-1.1790,-0.3817,-1.7669,0.0981,0.0043,0.0128,15.9743,81.7750
3/8/2021,7,0.2544,-0.3822,-0.1061,0.0941,0.0035,0.1019,15.7220,84.2317
3/8/2021,8,86.7060,1.9357,56.5029,2.1976,0.0639,0.5034,16.4603,82.9223
3/8/2021,9,293.0116,4.0157,141.2811,8.4923,0.0992,1.3917,18.8418,75.5500
3/8/2021,10,476.0399,3.5434,303.5200,21.4926,0.2917,9.6228,21.0048,68.2703
3/8/2021,11,321.8373,2.2303,318.5336,31.6383,0.4555,9.9524,21.7947,63.3710
3/8/2021,12,389.1065,2.1845,414.5294,8.8767,0.3548,5.3408,22.4925,59.5782
3/8/2021,13,348.0068,1.7609,370.6756,12.7594,0.2967,4.1910,23.0960,57.0555
3/8/2021,14,263.0736,0.9816,281.6542,8.4552,0.1678,2.8591,23.3018,56.3680
3/8/2021,15,210.2957,0.4220,230.0653,1.4990,0.0611,1.6077,22.9875,59.2555
3/8/2021,16,131.8157,0.6371,144.1230,1.9829,0.0874,2.0641,22.8250,60.7247
3/8/2021,17,203.4890,1.3841,219.9540,3.7237,0.1595,2.1726,22.0140,65.7713
3/8/2021,18,126.6385,2.2960,119.8174,6.1578,0.1801,1.7434,21.8400,66.8232
3/8/2021,19,13.1795,0.0461,12.2863,0.4322,0.0181,0.3246,21.4887,67.6680
3/8/2021,20,-1.7008,-0.3825,-2.4834,0.0254,0.0000,0.0000,20.3968,72.8295
3/8/2021,21,-1.6914,-0.3826,-2.4840,0.0000,0.0000,0.0000,19.2637,81.2285
3/8/2021,22,-1.6807,-0.3826,-2.3835,0.0125,0.0000,0.0465,18.5873,86.5683
3/8/2021,23,-1.2208,-0.3797,-1.8236,0.0315,0.0147,0.0774,18.1663,89.2583
3/9/2021,0,-1.0151,-0.3569,-1.7012,0.0000,0.0805,0.1229,18.0952,90.4417
3/9/2021,1,-1.0151,-0.3476,-1.6166,0.0000,0.0978,0.1733,18.1062,92.0983
3/9/2021,2,-1.0151,-0.3385,-1.6040,0.0000,0.1009,0.1723,18.2302,92.9917
3/9/2021,3,-1.1614,-0.3827,-1.7635,0.0581,0.0000,0.0479,18.8307,91.2850
3/9/2021,4,-1.4207,-0.3826,-1.8329,0.0966,0.0000,0.0866,18.5060,92.4267
3/9/2021,5,-1.5259,-0.3827,-1.9511,0.0715,0.0000,0.1320,18.2708,93.6083
3/9/2021,6,-1.6861,-0.3827,-2.0024,0.0132,0.0000,0.1337,17.9488,94.6467
3/9/2021,7,1.2686,-0.3827,1.1266,0.1353,0.0000,0.1611,17.9740,93.4433
3/9/2021,8,94.1325,3.8546,58.8071,4.2379,0.1514,0.9200,18.5633,90.1167
3/9/2021,9,326.1688,4.1737,124.6574,3.6988,0.0775,1.0725,20.4015,81.2435
3/9/2021,10,443.1677,4.4751,324.1274,66.5809,0.8502,28.9259,22.1793,71.4612
3/9/2021,11,549.1753,4.5216,321.0006,111.8878,1.1031,18.6237,23.4645,63.2410
3/9/2021,12,696.9998,4.4677,312.6252,152.1252,1.3999,10.6140,24.9227,55.0515
3/9/2021,13,643.5850,3.4349,331.3065,152.6731,1.0709,12.2763,25.6608,52.2487
3/9/2021,14,787.6119,3.9686,272.8618,99.6970,0.9082,8.9934,26.4747,48.0792
3/9/2021,15,666.6858,4.6820,308.6915,84.4349,0.8181,6.7609,26.9852,45.3198
3/9/2021,16,590.2147,4.9024,299.2841,48.5214,0.5837,8.8525,26.6643,46.5383
3/9/2021,17,327.5269,4.4869,237.6052,12.3909,0.1465,3.2217,25.9830,45.3178
3/9/2021,18,151.8085,2.9180,125.0284,2.5548,0.0795,0.6697,24.9597,50.8772
3/9/2021,19,18.7177,-0.1442,19.5127,0.4721,0.0389,0.4542,23.3135,58.2193
3/9/2021,20,-1.7026,-0.3824,-2.4827,0.0240,0.0000,0.0000,21.8677,66.9158
3/9/2021,21,-1.6835,-0.3825,-2.1725,0.0200,0.0000,0.1930,21.0125,76.1423
3/9/2021,22,-1.6778,-0.3825,-2.2093,0.0270,0.0000,0.1774,20.5497,78.9487
3/9/2021,23,-1.6913,-0.3825,-2.4770,0.0000,0.0000,0.0223,20.0137,81.5483
3/10/2021,0,-1.6916,-0.3826,-2.4132,0.0000,0.0000,0.1174,19.6020,84.2350
3/10/2021,1,-1.6916,-0.3826,-2.3678,0.0000,0.0000,0.1508,19.3672,85.5750
3/10/2021,2,-1.5967,-0.3826,-2.1600,0.0464,0.0000,0.1552,19.1393,86.6817
3/10/2021,3,-1.1810,-0.3807,-1.8134,0.0485,0.0081,0.0820,19.2390,86.7767
3/10/2021,4,-1.0900,-0.3667,-1.7627,0.0353,0.0416,0.0445,19.2215,87.4033
3/10/2021,5,-1.0090,-0.2321,-1.4847,0.0119,0.1686,0.1568,18.8655,89.3267
3/10/2021,6,-1.0122,-0.3507,-1.5578,0.0058,0.0604,0.1463,19.0607,89.4667
3/10/2021,7,1.5334,-0.2734,1.2816,0.1451,0.0967,0.1729,19.2818,89.5183
3/10/2021,8,33.8306,0.2189,36.6425,1.3859,0.0928,1.5258,19.6042,89.1567
3/10/2021,9,201.9423,2.1921,202.4708,24.0621,0.8582,10.0530,20.6470,86.0317
3/10/2021,10,478.6731,5.0782,298.0960,87.0123,1.1794,30.8334,22.5353,74.4245
3/10/2021,11,697.7892,2.8779,170.9208,4.7356,0.1666,3.0127,24.6678,60.3918
3/10/2021,12,809.7108,3.8867,185.5638,23.3260,0.2588,3.0037,26.6440,50.2070
3/10/2021,13,855.3473,2.8624,166.2798,11.5689,0.0823,1.1060,27.5700,48.8738
3/10/2021,14,837.0240,3.1718,173.1223,11.0558,0.1344,1.4785,28.0792,47.4598
3/10/2021,15,728.4122,3.5309,189.0692,17.1391,0.1769,2.0337,28.0915,44.4698
3/10/2021,16,583.0126,3.6867,215.7951,18.6972,0.1577,3.5806,27.9307,42.4607
3/10/2021,17,401.6583,3.7319,170.1378,11.3019,0.1068,3.1964,27.5148,44.9195
3/10/2021,18,143.2115,2.7679,103.0355,7.5066,0.0698,1.2608,26.1948,53.5288
3/10/2021,19,15.7031,0.0543,15.8784,0.4008,0.0241,0.3363,24.5295,61.8558
3/10/2021,20,-1.7391,-0.3823,-2.4823,0.0603,0.0000,0.0000,23.0855,69.2413
3/10/2021,21,-1.6907,-0.3824,-2.4829,0.0000,0.0000,0.0000,22.2173,78.7535
3/10/2021,22,-1.6381,-0.3824,-2.3862,0.0125,0.0000,0.0296,21.5932,86.0567
3/10/2021,23,-1.3730,-0.3818,-1.8638,0.0953,0.0027,0.1302,21.4297,89.2050
3/11/2021,0,-1.6280,-0.3825,-2.1880,0.0618,0.0000,0.1709,21.4883,89.5367
3/11/2021,1,-1.0460,-0.3801,-1.7570,0.0287,0.0097,0.0255,21.6030,89.6183
3/11/2021,2,-1.2031,-0.3819,-1.8079,0.0729,0.0035,0.0450,21.4063,90.4933
3/11/2021,3,-1.1706,-0.3306,-1.6643,0.0776,0.0726,0.1272,21.1803,91.6950
3/11/2021,4,-1.0942,-0.3797,-1.7933,0.0261,0.0103,0.0405,21.1250,91.2867
3/11/2021,5,-1.0153,-0.3812,-1.7675,0.0017,0.0069,0.0116,21.1310,90.7333
3/11/2021,6,-0.9859,-0.3544,-1.4101,0.0394,0.0557,0.0867,21.2730,90.4133
3/11/2021,7,0.3070,-0.3138,-0.0156,0.0827,0.0964,0.1494,21.3667,91.0933
3/11/2021,8,32.2136,0.1898,34.7155,1.7048,0.1025,1.7736,21.5203,91.4617
3/11/2021,9,144.7150,1.1705,149.1376,14.3189,0.3565,8.9762,22.2297,87.9900
3/11/2021,10,332.5286,2.8978,326.8569,61.3350,1.2850,31.4404,23.4907,80.4413
3/11/2021,11,485.8339,3.4867,383.0146,98.9040,1.2436,20.9430,24.9670,71.4597
3/11/2021,12,554.3815,4.2190,426.1022,144.9511,1.6911,22.4209,26.2547,63.2963
3/11/2021,13,705.4164,4.1304,365.6574,108.8647,1.5917,14.5661,27.0493,58.9302
3/11/2021,14,754.4889,4.4511,262.1176,99.9530,1.1644,10.8647,27.9990,55.5630
3/11/2021,15,734.0977,3.8335,189.1817,34.6883,0.5920,3.8141,28.8250,50.4730
3/11/2021,16,580.7883,3.8771,195.3084,26.7754,0.3756,4.1425,28.7200,51.7497
3/11/2021,17,404.7954,4.2278,167.1857,4.3035,0.1538,2.3879,28.4577,52.2640
3/11/2021,18,190.7851,4.5475,94.5152,1.3357,0.0519,0.5941,27.4287,54.7593
3/11/2021,19,20.6611,0.4336,18.1768,0.4590,0.0427,0.3548,25.9000,64.3343
3/11/2021,20,-1.6899,-0.3822,-2.4802,0.0000,0.0000,0.0026,24.2140,75.6157
3/11/2021,21,-1.6903,-0.3823,-2.3833,0.0000,0.0000,0.1254,23.3403,83.4360
3/11/2021,22,-1.3603,-0.3824,-2.0921,0.0104,0.0000,0.0499,22.9970,87.1833
3/11/2021,23,-1.0553,-0.3720,-1.6999,0.0399,0.0299,0.0692,23.0657,88.6783
3/12/2021,0,-1.6816,-0.3824,-2.3313,0.0157,0.0000,0.1681,23.3447,87.1883
3/12/2021,1,-1.6795,-0.3824,-2.2639,0.0206,0.0000,0.2120,23.3460,87.2067
3/12/2021,2,-1.0567,-0.3450,-1.7064,0.0216,0.0709,0.0851,23.0790,88.3583
3/12/2021,3,-1.1219,-0.3374,-1.6384,0.0114,0.0902,0.1584,22.8327,87.3650
3/12/2021,4,-1.5450,-0.3824,-2.0657,0.0622,0.0000,0.1620,22.3943,88.5667
3/12/2021,5,-1.3656,-0.3818,-1.9995,0.0474,0.0035,0.0719,21.9517,90.9267
3/12/2021,6,-1.0274,-0.3791,-1.5271,0.0114,0.0147,0.1329,21.8317,92.5550
3/12/2021,7,0.9462,-0.3455,0.6946,0.0858,0.0749,0.1438,21.9873,92.5683
3/12/2021,8,39.1545,-0.1105,42.6346,1.0621,0.1402,1.1566,22.3437,91.0333
3/12/2021,9,136.6312,1.1347,137.7683,16.1540,0.3993,8.7433,22.5603,91.3450
3/12/2021,10,399.0998,4.3308,318.9875,79.5779,1.0718,33.7632,23.8995,84.0602
3/12/2021,11,606.5453,4.4666,298.7347,88.2827,1.1491,15.5708,25.9397,71.1693
3/12/2021,12,717.3197,3.7037,345.3574,129.1300,1.1702,16.6776,27.3960,62.2262
3/12/2021,13,735.6509,3.8299,380.0632,144.0400,1.3783,13.7182,28.5045,57.2710
3/12/2021,14,548.2085,3.9413,442.8718,120.3211,1.3886,14.7705,28.7902,55.5978
3/12/2021,15,426.4710,2.5540,364.5011,64.4187,0.8949,9.3541,28.5532,57.3122
3/12/2021,16,276.9777,1.5449,277.5813,31.8248,0.6287,7.4628,28.3408,58.5007
3/12/2021,17,191.5456,1.4287,192.0768,16.2768,0.3355,4.5802,28.1608,59.9393
3/12/2021,18,113.4496,1.8894,113.5769,10.7301,0.2126,2.3558,27.0150,66.4398
3/12/2021,19,16.8465,0.3623,17.1444,0.7428,0.0985,0.5429,25.3080,74.6735
3/12/2021,20,-1.0140,-0.2062,-1.5102,0.0000,0.1787,0.2230,24.3987,79.9088
3/12/2021,21,-1.0141,-0.1627,-1.4170,0.0000,0.1827,0.2494,23.9692,84.1467
3/12/2021,22,-1.0131,-0.1814,-1.2721,0.0055,0.1816,0.2057,23.6668,87.3417
3/12/2021,23,-0.9844,-0.2065,-1.2157,0.0761,0.1788,0.1777,23.5135,88.9050
3/13/2021,0,-0.9921,-0.2029,-1.2525,0.0529,0.1837,0.1982,23.4968,88.8533
3/13/2021,1,-0.9940,-0.2600,-1.2500,0.0570,0.1730,0.1968,23.4798,88.9517
3/13/2021,2,-1.0143,-0.3063,-1.5749,0.0000,0.1327,0.1694,23.4202,87.8950
3/13/2021,3,-1.0325,-0.2965,-1.6535,0.0230,0.1155,0.1251,23.1677,88.2000
3/13/2021,4,-1.0155,-0.3545,-1.5722,0.0682,0.0597,0.0963,22.6018,91.1683
3/13/2021,5,-1.0118,-0.2656,-1.3822,0.0109,0.1570,0.2197,22.7017,90.1333
3/13/2021,6,-0.9713,-0.2511,-1.1952,0.0426,0.1612,0.1174,22.7000,89.5067
3/13/2021,7,1.1531,-0.2951,1.0234,0.1618,0.1095,0.1510,22.6418,89.3317
3/13/2021,8,38.6692,-0.0155,42.1199,0.7113,0.1654,0.7835,22.7592,87.7000
3/13/2021,9,149.5390,0.6122,163.3115,3.5357,0.1894,3.2353,23.4692,82.2550
3/13/2021,10,283.5700,2.2261,263.8347,43.2539,0.7285,12.6097,24.2360,79.6320
3/13/2021,11,511.1550,2.7885,257.0642,68.4281,0.8865,16.3813,25.3690,73.0257
3/13/2021,12,766.6368,3.7916,294.8895,115.6916,1.1452,11.9272,27.2208,62.2057
3/13/2021,13,841.5924,3.3986,254.8903,82.1247,0.7287,8.3473,28.3975,55.7823
3/13/2021,14,865.3882,3.5901,283.6972,78.4999,0.5973,7.5672,28.8128,51.3287
3/13/2021,15,661.0164,4.6647,285.9035,125.7246,1.1926,8.3255,28.6363,51.6248
3/13/2021,16,597.6670,4.2804,215.6541,34.6340,0.3646,3.0510,28.6455,51.9717
3/13/2021,17,399.2284,4.7519,157.5028,7.4600,0.1067,0.9539,27.8700,54.9838
3/13/2021,18,149.0793,3.5030,95.9475,4.1653,0.1527,0.9078,26.6507,61.0882
3/13/2021,19,15.9311,-0.1136,16.8635,0.2811,0.0085,0.3036,25.2658,65.9180
3/13/2021,20,-1.6901,-0.3823,-2.4821,0.0000,0.0000,0.0000,23.7623,75.1457
3/13/2021,21,-1.2889,-0.3823,-1.9626,0.0413,0.0000,0.0365,22.8188,83.5250
3/13/2021,22,-1.4440,-0.3822,-1.9935,0.0377,0.0012,0.1291,22.6505,84.4967
3/13/2021,23,-1.4007,-0.3824,-1.8674,0.1409,0.0000,0.1147,22.4118,86.5517
3/14/2021,0,-1.0511,-0.3758,-1.6112,0.1123,0.0221,0.1056,22.6755,86.9800
3/14/2021,1,-0.9431,-0.2972,-1.2535,0.1161,0.1457,0.1944,23.2393,86.3683
3/14/2021,2,-1.0440,-0.3594,-1.5547,0.0545,0.0600,0.1903,23.6128,85.6267
3/14/2021,3,-1.0141,-0.3324,-1.6287,0.0010,0.1033,0.1615,23.7483,85.1967
3/14/2021,4,-1.2966,-0.3671,-1.8242,0.0552,0.0470,0.1651,23.7235,84.8667
3/14/2021,5,-1.0722,-0.3739,-1.7400,0.0438,0.0329,0.0546,23.4842,85.6383
3/14/2021,6,-1.3300,-0.3824,-1.8278,0.0491,0.0000,0.0570,22.9143,85.5633
3/14/2021,7,2.9606,-0.3824,2.9018,0.1909,0.0000,0.1509,22.4887,86.5700
3/14/2021,8,95.6184,1.9890,89.2907,4.7641,0.1335,1.8683,22.7703,84.9100
3/14/2021,9,92.7801,0.7794,97.9086,3.6240,0.1091,2.0458,23.5122,81.1555
3/14/2021,10,130.9358,0.3878,143.6194,1.4516,0.0070,1.6041,24.1473,79.1850
3/14/2021,11,118.6471,0.5768,130.4074,1.3353,0.0343,1.4736,23.0185,78.7602
3/14/2021,12,154.8179,0.3837,169.5415,1.1797,0.0035,1.2951,18.6363,81.3208
3/14/2021,13,254.1874,0.4835,277.7961,3.7134,0.0705,4.0424,20.5238,71.7137
3/14/2021,14,406.2031,1.8689,430.7792,11.6047,0.2458,8.4810,22.1433,64.0263
3/14/2021,15,648.7017,4.5449,488.4949,24.2698,0.2617,5.2784,23.4518,52.1890
3/14/2021,16,454.3009,4.0302,338.8510,15.9885,0.2100,3.6111,23.8965,45.4013
3/14/2021,17,285.4276,3.0488,252.2644,8.4293,0.1457,1.8788,23.7230,46.2227
3/14/2021,18,91.0452,0.7770,98.6846,0.8216,0.0365,0.6567,22.8517,49.0098
3/14/2021,19,10.6125,0.1482,11.2809,0.2144,0.0745,0.2814,21.8993,51.9875
3/14/2021,20,-1.0144,-0.2566,-1.5804,0.0000,0.1544,0.1965,21.1733,57.9120
3/14/2021,21,-1.0364,-0.3304,-1.6694,0.0174,0.0941,0.1174,20.5517,53.4902
3/14/2021,22,-1.6884,-0.3825,-2.2430,0.0052,0.0000,0.1793,19.8133,55.5652
3/14/2021,23,-1.6915,-0.3826,-2.2944,0.0000,0.0000,0.1740,19.0383,61.8738
3/15/2021,0,-1.6842,-0.3826,-2.1449,0.0192,0.0000,0.1678,18.0750,72.6202
3/15/2021,1,-1.4972,-0.3827,-1.9219,0.1323,0.0000,0.1508,17.6683,79.1158
3/15/2021,2,-1.4615,-0.3827,-1.8615,0.1314,0.0000,0.1230,17.4733,82.2867
3/15/2021,3,-1.3297,-0.3827,-1.8282,0.1113,0.0000,0.0610,17.1150,84.2050
3/15/2021,4,-0.9301,-0.0959,-1.3197,0.0768,0.0643,0.1257,16.7950,84.6450
3/15/2021,5,-0.8341,-0.0872,-1.1862,0.1084,0.1217,0.1383,16.4767,85.6367
3/15/2021,6,-0.8134,-0.0447,-1.0799,0.1077,0.0902,0.0296,16.6133,84.0683
3/15/2021,7,1.4226,0.0230,1.2061,0.1278,0.0473,0.1190,16.0850,77.5117
3/15/2021,8,34.8878,0.2919,38.0756,0.6084,0.0813,0.6715,16.3933,77.6700
3/15/2021,9,78.1987,0.3825,85.7941,1.0237,0.0012,1.1234,17.0467,77.8760
3/15/2021,10,142.6635,0.4657,156.9273,2.2300,0.0384,2.4486,18.2032,78.8223
3/15/2021,11,192.6655,0.7468,211.5778,3.4848,0.0833,3.8374,19.9083,77.4533
3/15/2021,12,292.7357,1.1299,322.0896,6.5433,0.0620,7.1613,21.5550,75.4767
3/15/2021,13,335.2282,1.1476,369.7437,5.7053,0.0903,6.2303,22.8283,76.5917
3/15/2021,14,520.6973,3.5549,475.4298,32.1638,0.6073,8.0703,24.3367,75.0050
3/15/2021,15,669.5352,4.9413,379.7416,72.0544,0.8140,5.2596,26.7383,67.0267
3/15/2021,16,520.8669,3.4618,289.7641,34.9931,0.4645,3.8486,27.6700,63.3083
3/15/2021,17,310.9623,3.7812,221.5748,16.6851,0.2478,3.4767,28.0467,62.1683
3/15/2021,18,75.6951,0.3933,83.0070,0.7770,0.0182,0.8478,27.5400,65.3217
3/15/2021,19,24.9586,-0.0688,27.1695,0.3925,0.0296,0.4362,27.0117,66.8083
3/15/2021,20,-1.6895,-0.3821,-2.3493,0.0000,0.0000,0.0608,25.7750,73.1550
3/15/2021,21,-1.6900,-0.3822,-2.4803,0.0000,0.0000,0.0072,24.7450,76.9617
3/15/2021,22,-1.6903,-0.3823,-2.4823,0.0000,0.0000,0.0000,23.6000,81.3117
3/15/2021,23,-1.6906,-0.3824,-2.4748,0.0000,0.0000,0.0186,22.2417,89.5217
3/16/2021,0,-1.2959,-0.3410,-1.8892,0.0571,0.0545,0.1219,21.5017,94.2000
3/16/2021,1,-0.9274,-0.1566,-1.2118,0.0864,0.1641,0.1636,21.2567,98.2917
3/16/2021,2,-0.6947,-0.1375,-1.0851,0.1658,0.1810,0.0432,21.2417,99.8233
3/16/2021,3,-0.8115,-0.2390,-1.1430,0.1421,0.1573,0.0893,21.5283,98.4667
3/16/2021,4,-0.9758,-0.1649,-1.2330,0.0575,0.1773,0.1792,21.7885,97.3300
3/16/2021,5,-1.0692,-0.2271,-1.5295,0.0471,0.1411,0.1323,21.7400,98.9900
3/16/2021,6,-0.8553,-0.2837,-1.2581,0.1035,0.1172,0.0348,21.8168,99.9967
3/16/2021,7,0.8924,-0.1043,0.5856,0.1380,0.1571,0.0826,21.9535,99.9833
3/16/2021,8,38.3807,0.2588,41.8603,1.6968,0.0715,1.8598,22.2710,99.0000
3/16/2021,9,51.7942,0.3767,56.6018,2.3165,0.0229,2.5533,22.9310,95.9900
3/16/2021,10,265.7249,1.3973,282.4606,16.2337,0.3390,9.7057,23.9640,89.6600
3/16/2021,11,138.9579,0.4156,152.4339,4.3620,0.0265,4.8252,24.9325,83.2183
3/16/2021,12,160.7446,0.4742,176.5993,4.3488,0.0369,4.7994,25.4275,78.5045
3/16/2021,13,304.4296,1.0771,333.6162,9.2396,0.2519,8.2241,25.7947,77.0012
3/16/2021,14,474.0174,2.8906,472.5723,39.4891,0.8525,13.2921,26.5948,74.4342
3/16/2021,15,401.8654,2.7020,373.4476,45.2055,0.6584,12.5219,26.8292,74.8162
3/16/2021,16,364.4695,2.6432,329.7609,37.8936,0.6340,9.2878,27.4510,71.9920
3/16/2021,17,344.1096,4.1110,248.4282,32.7756,0.4434,4.4663,28.3813,67.8077
3/16/2021,18,157.7079,2.2526,130.8142,6.3520,0.1570,2.2344,28.1598,67.7115
3/16/2021,19,15.2225,0.0155,16.0859,0.4278,0.0714,0.4576,26.6733,73.6773
3/16/2021,20,-1.3972,-0.3811,-1.9316,0.0304,0.0050,0.1327,25.1852,80.9170
3/16/2021,21,-1.3694,-0.3823,-1.8366,0.1189,0.0000,0.0609,24.5007,84.1717
3/16/2021,22,-1.3413,-0.3823,-1.8099,0.1508,0.0000,0.0525,24.0697,86.3433
3/16/2021,23,-1.0492,-0.3823,-1.7733,0.0361,0.0000,0.0000,23.9950,87.5167
3/17/2021,0,-1.2968,-0.3819,-1.8322,0.0679,0.0023,0.0669,23.9297,88.3833
3/17/2021,1,-1.6616,-0.3824,-2.0923,0.0496,0.0000,0.2413,23.6663,89.6233
3/17/2021,2,-1.2035,-0.3815,-1.8005,0.0531,0.0046,0.0839,23.4580,91.4667
3/17/2021,3,-1.0143,-0.3643,-1.6973,0.0000,0.0541,0.1209,23.4952,91.7083
3/17/2021,4,-1.0094,-0.2173,-1.3209,0.0188,0.1789,0.2167,23.3863,92.6417
3/17/2021,5,-0.9980,-0.2250,-1.3919,0.0340,0.1700,0.1906,23.2217,92.8717
3/17/2021,6,-0.9985,-0.3329,-1.3180,0.0314,0.0963,0.1599,23.4522,89.9300
3/17/2021,7,2.8806,-0.3420,2.8235,0.1352,0.0733,0.2071,23.5015,89.2833
3/17/2021,8,91.0919,1.3461,77.7862,2.1936,0.1003,0.6765,23.6390,88.5350
3/17/2021,9,253.4533,3.4192,208.5286,15.2509,0.2780,6.0415,24.4148,85.2400
3/17/2021,10,353.9700,2.7866,293.2642,37.7685,0.5877,9.4278,25.4828,79.3570
3/17/2021,11,553.3057,3.1922,286.1653,61.8243,0.5692,9.5811,27.3703,63.2252
3/17/2021,12,805.2847,2.9486,187.3133,1.3011,0.0478,0.4117,28.6007,31.1493
3/17/2021,13,865.7897,2.9167,169.0368,1.3308,0.0648,0.3318,30.5528,19.3538
3/17/2021,14,864.4184,2.9757,164.7812,1.5684,0.0549,0.5111,31.9730,11.0848
3/17/2021,15,808.8113,3.6600,170.1316,1.4092,0.0384,0.4429,32.6392,8.0536
3/17/2021,16,676.6370,3.8274,144.5333,1.2825,0.0304,0.3277,32.6958,7.4300
3/17/2021,17,474.5381,3.9505,110.1503,1.1469,0.0520,0.1880,32.6198,6.9039
3/17/2021,18,228.6180,5.4875,80.9742,1.1987,0.0232,0.2769,32.0850,6.8725
3/17/2021,19,29.5735,1.4450,19.9005,0.5526,0.0520,0.3338,30.2273,7.4553
